('mildness', 'mean', 'school')
('PROPN', 'have', 'effort')
('baby', 'should', 'price')
('PROPN', 'express', 'disappointment')
('People', 'buy', 'property')
('weakness', 'include', 'inspection')
('maker', 'reject', 'claim')
('chief', 'defend', 'troop')
('post', 'express', 'everything')
('company', 'suffer', 'loss')
('food', 'have', 'twist')
('people', 'to', 'money')
('chocolate', 'take', 'swirl')
('PROPN', 'throw', 'strike')
('PROPN', 'hit', 'PROPN')
('PROPN', 'cross', 'line')
('blaze', 'damage', 'home')
('flooding', 'force', 'people')
('paper', 'describe', 'it')
('block', 'end', 'executive')
('block', 'protect', 'executive')
('PROPN', 'have', 'right')
('people', 'give', 'pay')
('other', 'might', 'tip')
('report', 'propose', 'installation')
('player', 'appreciate', 'loyalty')
('PROPN', 'maintain', 'record')
('PROPN', 'hit', 'head')
('opponent', 'reel', 'game')
('PROPN', 'tell', 'PROPN')
('PROPN', 'have', 'envoy')
('academic', 'accuse', 'administration')
('PROPN', 'supply', 'percent')
('PROPN', 'charge', 'bank')
('Police', 'have', 'assurance')
('t', 'be', 'threat')
('t', 'pose', 'threat')
('PROPN', 'note', 'family')
('people', 'show', 'improvement')
('PROPN', 'thwart', 'prosecution')
('PROPN', 'have', 'shopper')
('agreement', 'make', 'progress')
('PROPN', 'lead', 'endorsement')
('PROPN', 'have', 'endorsement')
('PROPN', 'headline', 'fundraiser')
('PROPN', 'shoot', 'girl')
('PROPN', 'dump', 'body')
('Police', 'describe', 'suspect')
('president', 'lose', 'clout')
('measure', 'include', 'cut')
('PROPN', 'repurchase', 'share')
('PROPN', 'have', 'commitment')
('equipment', 'begin', 'production')
('law', 'have', 'deal')
('people', 'recommend', 'music')
('PROPN', 'have', 'support')
('PROPN', 'have', 'recognition')
('discovery', 'bring', 'number')
('charity', 'sponsor', 'project')
('site', 'can', 'operation')
('site', 'moneymake', 'operation')
('record', 'would', 'pattern')
('PROPN', 'will', 'time')
('people', 'develop', 'dementia')
('people', 'develop', 'cancer')
('defender', 'rival', 'PROPN')
('defender', 'win', 'PROPN')
('PROPN', 'beat', 'PROPN')
('speculator', 'be', 'oil')
('company', 'be', 'job')
('lamb', 'cost', 'euro')
('shooting', 'fuel', 'debate')
('People', 'recognise', 'place')
('PROPN', 'have', 'nation')
('PROPN', 'average', 'yard')
('researcher', 'base', 'finding')
('mother', 'tell', 'they')
('rider', 'give', 'grade')
('PROPN', 'do', 'lighting')
('rehearsal', 'be', 'place')
('liberal', 'will', 'anyone')
('star', 'have', 'choice')
('doctor', 'advise', 'she')
('research', 'will', 'variety')
('bacteria', 'to', 'resistance')
('farewell', 'take', 'place')
('slum', 'burn', 'kiosk')
('search', 'uncover', 'g')
('PROPN', 'have', 'all')
('agency', 'be', 'auto')
('PROPN', 'fulfil', 'aim')
('people', 'face', 'that')
('party', 'have', 'level')
('event', 'have', 'potential')
('PROPN', 'make', 'sense')
('government', 'will', 'science')
('PROPN', 'be', 'energy')
('resident', 'report', 'chimney')
('goydo', 'call', 'that')
('PROPN', 'raise', 'price')
('worker', 'use', 'pitchfork')
('accident', 'have', 'passenger')
('PROPN', 'last', 'game')
('government', 'be', 'what')
('PROPN', 'be', 'itself')
('PROPN', 'be', 'itself')
('PROPN', 'coach', 'didn')
('sector', 'could', 'm')
('sector', 'create', 'job')
('PROPN', 'contact', 'authority')
('PROPN', 'have', 'less')
('PROPN', 'announce', 'information')
('PROPN', 'have', 'implementation')
('PROPN', 'suggest', 'use')
('PROPN', 'say', 'signal')
('character', 'say', 'what')
('phase', 'will', 'part')
('PROPN', 'have', 'half')
('PROPN', 'pay', '500,000')
('illness', 'travel', 'fun')
('illness', 'have', 'toll')
('doctor', 'do', 'most')
('PROPN', 'urge', 'creation')
('PROPN', 'have', 'advantage')
('PROPN', 'report', 'rise')
('dog', 'could', 'name')
('PROPN', 'do', 'form')
('academy', 'create', 'script')
('PROPN', 'exploit', 'bulk')
('PROPN', 'describe', 'privation')
('software', 'take', 'analytic')
('crew', 'should', 'that')
('family', 'select', 'suit')
('lawyer', 'face', 'harm')
('public', 'can', 'proceeding')
('PROPN', 'intercept', 'pass')
('PROPN', 'recover', 'fumble')
('shooting', 'begin', '1')
('pcass', 'do', 'change')
('facility', 'offer', 'exposure')
('government', 'be', 'law')
('government', 'have', 'barrier')
('PROPN', 'reiterate', 'intent')
('webinar', 'will', 'place')
('company', 'have', 'policy')
('militant', 'claim', 'hostage')
('military', 'be', 'hostage')
('military', 'deny', 'report')
('chemo', 'sap', 'life')
('military', 'do', 'itself')
('leg', 'take', 'place')
('PROPN', 'fire', 'missile')
('miner', 'survive', 'fire')
('PROPN', 'extend', 'streak')
('issue', 'have', 'PROPN')
('volume', 'have', 'pride')
('PROPN', 'do', 'job')
('PROPN', 'have', 'partnership')
('customer', 'confirm', 'application')
('PROPN', 'support', 'appointment')
('rice', 'will', 'PROPN')
('Police', 'take', 'step')
('t', 'add', 'hour')
('tradition', 'have', 'pedigree')
('PROPN', 'have', 'game')
('PROPN', 'concede', 'goal')
('teacher', 'assign', 'that')
('t', 'have', 'answer')
('PROPN', 'have', 'battle')
('PROPN', 'face', 'count')
('announcement', 'precede', 'threat')
('t', 'darken', 'step')
('cousin', 'secure', 'second')
('PROPN', 'hire', 'PROPN')
('campaign', 'turn', 'database')
('marina', 'attract', 'lot')
('fence', 'would', 'power')
('barrage', 'would', 'power')
('book', 'could', 'some')
('lesson', 'will', 'emphasis')
('government', 'include', 'phrase')
('PROPN', 'beat', 'they')
('man', 'defeat', 'PROPN')
('policeman', 'may', 'spree')
('peloton', 'sweep', 'they')
('t', 'rule', 'vaccine')
('information', 'to', 'boy')
('decade', 'have', 'strain')
('merger', 'would', 'scrutiny')
('candidate', 'raise', 'hand')
('PROPN', 'have', 'rivalry')
('columnist', 'ask', 'reader')
('release', 'be', 'debate')
('company', 'be', 'money')
('store', 'clear', 'property')
('PROPN', 'promise', 'reward')
('economy', 'have', 'corner')
('lawsuit', 'ask', 'company')
('PROPN', 'view', 'PROPN')
('PROPN', 'have', 'it')
('administration', 'push', 'he')
('brouhaha', 'could', 'damage')
('euro', 'be', 'hand')
('programmer', 'will', 'you')
('ticket', 'include', 'admission')
('bank', 'make', 'profit')
('relationship', 'demonstrate', 'threat')
('woman', 'suffer', 'injury')
('PROPN', 'be', 'directory')
('PROPN', 'turn', 'they')
('t', 'stop', 'gang')
('PROPN', 'remember', 'one')
('greed', 'provide', 'backdrop')
('PROPN', 'have', 'group')
('pass', 'mean', 'salmon')
('action', 'deepen', 'struggle')
('dad', 'be', 'skill')
('PROPN', 'would', 'he')
('PROPN', 'achieve', 'sale')
('morrison', 'have', 'programme')
('storm', 'knock', 'power')
('storm', 'slick', 'highway')
('price', 'have', 'inflation')
('PROPN', 'announce', 'plan')
('PROPN', 'to', 'troop')
('PROPN', 'tell', 'officer')
('explosion', 'kill', 'people')
('explosion', 'injure', '20')
('council', 'would', 'land')
('council', 'donate', 'land')
('member', 'have', 'evening')
('PROPN', 'compare', 'spending')
('retailer', 'cast', 'doubt')
('PROPN', 'would', 'thing')
('PROPN', 'do', 'it')
('PROPN', 'support', 'bridge')
('PROPN', 'kill', 'it')
('PROPN', 'retain', 'enthusiasm')
('PROPN', 'release', 'PROPN')
('image', 'may', 'much')
('approach', 'will', 'it')
('suite', 'provide', 'flexibility')
('weather', 'bode', 'mountain')
('weather', 'have', 'mountain')
('member', 'kick', 'group')
('member', 'punch', 'group')
('one', 'have', 'responsibility')
('case', 'include', 'case')
('service', 'take', 'place')
('vehicle', 'gather', 'PROPN')
('vehicle', 'have', 'PROPN')
('t', 'use', 'it')
('PROPN', 'hear', 'word')
('PROPN', 'train', 'speaker')
('show', 'describe', 'itself')
('PROPN', 'co', 'which')
('dollar', 'be', 'wonder')
('rapper', 'keep', 'stake')
('driver', 'open', 'fire')
('conservative', 'decry', 'anything')
('company', 'would', 'share')
('release', 'have', 'roster')
('bond', 'face', 'issue')
('PROPN', 'say', 'issue')
('PROPN', 'resent', 'alliance')
('remake', 'take', 'dollar')
('PROPN', 'downgrade', 'bank')
('test', 'will', 'effect')
('information', 'visit', 'www.grammy.com')
('concern', 'have', 'war')
('child', 'attend', 'school')
('politician', 'have', 'pressure')
('reason', 'include', 'wind')
('PROPN', 'stage', 'week')
('PROPN', 'miss', 'game')
('PROPN', 'strike', 'goal')
('PROPN', 'notch', 'victory')
('PROPN', 'be', 'deadline')
('PROPN', 'hurt', 'ankle')
('measurement', 'refer', 'one')
('team', 'make', 'preparation')
('lot', 'give', 'chance')
('investor', 'can', 'replay')
('pupil', 'have', 'right')
('authority', 'have', 'net')
('bidder', 'could', 'film')
('bidder', 'slot', 'it')
('tagline', 'take', 'PROPN')
('PROPN', 'squeak', 'win')
('guest', 'have', 'selection')
('t', 'watch', 'PROPN')
('analyst', 'speculate', 'publicity')
('PROPN', 'collect', 'card')
('labor', 'cost', '475,000')
('center', 'will', 'opportunity')
('strongman', 'drop', 'claim')
('fish', 'have', 'problem')
('PROPN', 'will', 'defence')
('PROPN', 'have', 'PROPN')
('PROPN', 'set', 'prison')
('company', 'have', 'more')
('PROPN', 'have', 'ball')
('exercise', 'provide', 'contrast')
('government', 'be', 'sovereignty')
('government', 'to', 'agency')
('PROPN', 'sell', 'fico')
('prosecution', 'drop', 'charge')
('people', 'to', 'PROPN')
('right', 'include', 'right')
('embassy', 'issue', 'statement')
('violence', 'would', 'commitment')
('administration', 'have', 'hundred')
('death', 'have', 'debate')
('work', 'mean', 'something')
('money', 'be', 'hand')
('PROPN', 'help', 'chance')
('reporter', 'try', 'PROPN')
('doctor', 'have', 'case')
('model', 'demonstrate', 'smartphone')
('phone', 'will', 'smartphone')
('PROPN', 'will', 'double')
('voter', 'will', 'idea')
('party', 'be', 'level')
('PROPN', 'use', 'mw')
('demand', 'be', 'mw')
('information', 'visit', 'http')
('information', 'call', '877')
('operation', 'prompt', 'PROPN')
('equipment', 'could', 'passenger')
('PROPN', 'make', 'gaffe')
('attack', 'kill', 'people')
('youngster', 'do', 'anybody')
('call', 'have', 'anybody')
('exercise', 'burn', 'calorie')
('ad', 'feature', 'actress')
('member', 'to', 'division')
('PROPN', 'return', '25.90')
('diver', 'do', 'wreck')
('PROPN', 'observe', 'group')
('PROPN', 'instigate', 'killing')
('PROPN', 'order', 'killing')
('people', 'say', 'PROPN')
('performance', 'reflect', 'strength')
('exchange', 'reflect', 'struggle')
('PROPN', 'begin', 'career')
('PROPN', 'have', 'approach')
('seed', 'create', 'longing')
('party', 'decide', 'PROPN')
('PROPN', 'win', 'meeting')
('PROPN', 'lead', 'series')
('PROPN', 'have', 'five')
('PROPN', 'do', 'PROPN')
('price', 'supplement', '1,890')
('flood', 'undermine', 'value')
('PROPN', 'ask', 'voter')
('attacker', 'blow', 'herself')
('t', 'like', 'this')
('PROPN', 'have', 'night')
('problem', 'could', 'disease')
('t', 'put', 'money')
('thousand', 'join', 'protest')
('PROPN', 'open', 'scoring')
('retailer', 'withdraw', 'offer')
('PROPN', 'provide', 'assessment')
('father', 'never', 'guitar')
('rioting', 'have', 'call')
('artist', 'will', 'lifeline')
('PROPN', 'adapt', 'it')
('tradition', 'may', 'role')
('PROPN', 'firearm', 'laboratory')
('mayor', 'to', 'appointment')
('PROPN', 'open', 'lead')
('t', 'seek', 'treatment')
('lender', 'forgive', 'part')
('PROPN', 'send', 'letter')
('radio', 'use', 'PROPN')
('PROPN', 'will', 'art')
('PROPN', 'have', 'share')
('PROPN', 'secure', 'victory')
('PROPN', 'have', 'move')
('PROPN', 'capture', 'which')
('PROPN', 'claim', 'which')
('PROPN', 'start', 'game')
('military', 'put', 'troop')
('government', 'be', 'break')
('lender', 'will', 'break')
('company', 'increase', 'profit')
('truce', 'have', 'situation')
('critic', 'accuse', 'president')
('PROPN', 'have', 'whom')
('party', 'remain', 'system')
('PROPN', 'defend', 'system')
('president', 'can', 'image')
('euro', 'have', 'peak')
('PROPN', 'say', 'vote')
('song', 'describe', 'reluctance')
('PROPN', 'get', 'pace')
('mail', 'inform', 'they')
('lot', 'be', 'decision')
('PROPN', 'have', 'term')
('percent', 'would', 'preference')
('ad', 'feature', 'adviser')
('company', 'make', 'rocket')
('company', 'have', 'they')
('PROPN', 'can', 'way')
('PROPN', 'make', 'stop')
('PROPN', 'have', 'PROPN')
('PROPN', 'wait', 'year')
('diplomat', 'be', 'step')
('trial', 'begin', 'PROPN')
('PROPN', 'tell', 'reporter')
('fisherman', 'face', 'prosecution')
('rank', 'include', 'philosopher')
('people', 'lose', 'home')
('work', 'predate', 'work')
('child', 'will', 'chance')
('parent', 'aren', 't')
('PROPN', 'have', 'following')
('PROPN', 'have', 'training')
('PROPN', 'have', 'advantage')
('PROPN', 'tell', 'reporter')
('investigator', 'describe', 'site')
('people', 'have', 'conclusion')
('PROPN', 'apply', 'research')
('brewery', 'say', 'work')
('pair', 'have', 'incident')
('PROPN', 'be', 'game')
('cash', 'feature', 'information')
('seller', 'understand', 'fact')
('comment', 'cast', 'doubt')
('discipline', 'isn', 't')
('level', 'have', 'effect')
('improvement', 'make', 'contribution')
('company', 'be', 'push')
('hill', 'boast', 'view')
('change', 'will', 'you')
('hooley', 'involve', 'PROPN')
('driver', 'would', 'improvement')
('people', 'suffer', 'strain')
('area', 'have', 'sofas')
('wife', 'do', 'it')
('team', 'will', 'plan')
('study', 'call', 'dose')
('study', 'link', 'dose')
('pr', 'would', 'PROPN')
('magazine', 'cost', '2.50')
('company', 'carry', 'passenger')
('vessel', 'go', 'radar')
('banker', 'to', 'head')
('government', 'shun', 'PROPN')
('official', 'have', 'involvement')
('PROPN', 'give', 'last')
('builder', 'find', 'object')
('switch', 'have', 'series')
('pilot', 'smooth', 'landing')
('contractor', 'have', 'immunity')
('motivation', 'bring', 'we')
('PROPN', 'blend', 'batch')
('PROPN', 'have', 'pride')
('carrier', 'will', 'service')
('PROPN', 'write', 'use')
('journalist', 'have', 'that')
('company', 'apply', 'platform')
('PROPN', 'have', 'tear')
('executive', 'can', 'salary')
('court', 'grant', 'award')
('Police', 'urge', 'anyone')
('site', 'employ', 'ransomware')
('historian', 'discover', 'grave')
('PROPN', 'say', 'some')
('accreditation', 'allow', 'community')
('plan', 'have', 'thing')
('name', 'honor', 'founder')
('PROPN', 'disclose', 'condition')
('PROPN', 'have', 'election')
('desire', 'can', 'basis')
('military', 'never', 'he')
('t', 'know', 'what')
('onion', 'take', 'place')
('group', 'be', 'debris')
('t', 'face', 'isolation')
('country', 'have', 'month')
('man', 'send', 'money')
('voter', 'should', 'PROPN')
('group', 'be', 'lack')
('PROPN', 'do', 'season')
('PROPN', 'win', 'drama')
('internship', 'can', 'picking')
('soldier', 'have', 'troop')
('channel', 'don', 'one')
('t', 'match', 'one')
('PROPN', 'have', 'trust')
('PROPN', 'pass', 'bill')
('aircraft', 'enter', 'service')
('team', 'display', 'effort')
('index', 'have', '160')
('index', 'have', '10')
('scientist', 'to', 'behaviour')
('man', 'be', 'ring')
('PROPN', 'denounce', 'deployment')
('government', 'distance', 'itself')
('PROPN', 'reproduce', 'dribble')
('viewer', 'interpret', 'black')
('force', 'propel', 'they')
('insurer', 'can', 'woman')
('judge', 'weigh', 'evidence')
('judge', 'do', 'investigate')
('activist', 'date', 'exile')
('PROPN', 'confront', 'number')
('PROPN', 'have', 'some')
('PROPN', 'leave', 'office')
('people', 'have', 'preference')
('justice', 'have', 'victory')
('driver', 'escape', 'injury')
('PROPN', 'avoid', 'loss')
('tenure', 'see', 'growth')
('PROPN', 'fire', 'ace')
('PROPN', 'go', 'ballot')
('PROPN', 'cast', 'ballot')
('majority', 'trust', 'information')
('PROPN', 'blame', 'PROPN')
('PROPN', 'try', 'it')
('PROPN', 'remove', 'he')
('t', 'understand', 'word')
('PROPN', 'deem', 'what')
('organizer', 'have', 'something')
('PROPN', 'like', 'jacket')
('people', 'tell', 'I')
('disappearance', 'generate', 'attention')
('conflict', 'have', 'people')
('PROPN', 'post', 'lap')
('PROPN', 'can', 'job')
('PROPN', 'have', 'it')
('PROPN', 'have', 'hesitation')
('gaine', 'will', 'PROPN')
('PROPN', 'introduce', 'ranking')
('PROPN', 'would', 'assistance')
('authority', 'resume', 'task')
('group', 'do', 'bear')
('member', 'do', 'kind')
('PROPN', 'have', 'talk')
('PROPN', 'should', 'responsibility')
('man', 'tell', 'family')
('decision', 'announce', 'debate')
('decision', 'have', 'debate')
('PROPN', 'may', 'figure')
('recovery', 'be', 'pace')
('producer', 'be', 'PROPN')
('call', 'dominate', 'headline')
('People', 'pass', 'we')
('PROPN', 'amass', 'cap')
('rule', 'could', 'place')
('PROPN', 'can', 'money')
('PROPN', 'have', 'family')
('city', 'declare', 'home')
('city', 'to', 'premiere')
('summit', 'would', 'groundwork')
('scale', 'reveal', 'little')
('t', 'have', 'time')
('country', 'need', 'that')
('PROPN', 'remind', 'he')
('union', 'be', 'plan')
('wreck', 'play', 'role')
('increase', 'have', 'shortfall')
('PROPN', 'may', 'effort')
('victory', 'give', 'series')
('pass', 'sail', 'target')
('herbalism', 'face', 'law')
('range', 'feature', 'laptop')
('policeman', 'step', 'man')
('policeman', 'send', 'man')
('PROPN', 'offer', 'message')
('PROPN', 'take', 'time')
('PROPN', 'bring', 'show')
('patient', 'get', 'service')
('plane', 'pull', 'people')
('%', 'would', 'royal')
('%', 'would', 'royal')
('settlement', 'be', 'momentum')
('campaign', 'have', 'momentum')
('PROPN', 'to', 'that')
('PROPN', 'return', 'camera')
('move', 'could', 'effect')
('PROPN', 'complete', 'disarmament')
('group', 'receive', 'fire')
('client', 'can', 'fund')
('brokerage', 'do', 'term')
('PROPN', 'take', 'PROPN')
('decline', 'follow', 'trickle')
('boxer', 'kill', 'himself')
('PROPN', 'control', 'percent')
('sector', 'have', 'brake')
('carrier', 'eliminate', 'job')
('agent', 'deny', 'that')
('female', 'have', 'birth')
('officer', 'collect', 'child')
('officer', 'follow', 'footstep')
('victim', 'be', 'post')
('bucket', 'come', 'they')
('bucket', 'strike', 'they')
('PROPN', 'have', 'reputation')
('inhabitant', 'do', 'root')
('note', 'cover', 'race')
('PROPN', 'get', 'lead')
('fan', 'do', 'what')
('name', 'heat', 'interest')
('cockpit', 'lack', 'bling')
('PROPN', 'feel', 'need')
('downpour', 'have', 'jacket')
('downpour', 'soak', 'jean')
('anthropologist', 'interpret', 'beheading')
('home', 'get', 'makeover')
('PROPN', 'have', 'order')
('t', 'want', 'one')
('PROPN', 'see', 'increase')
('PROPN', 'could', '7')
('chef', 'make', 'which')
('PROPN', 'call', 'which')
('PROPN', 'enjoy', 'day')
('PROPN', 'lose', 'many')
('PROPN', 'have', 'trouble')
('report', 'say', 'official')
('comment', 'will', 'colleague')
('duckworth', 'walk', 'two')
('duckworth', 'hit', 'two')
('mahout', 'control', 'animal')
('PROPN', 'will', 'range')
('PROPN', 'overpower', 'PROPN')
('panel', 'publish', 'report')
('PROPN', 'make', 'debut')
('girl', 'chant', 'hymn')
('witness', 'tell', 'PROPN')
('gourmand', 'may', 'what')
('cooking', 'prepare', 'light')
('reporter', 'have', 'PROPN')
('PROPN', 'say', 'lot')
('PROPN', 'take', 'PROPN')
('people', 'have', 'event')
('PROPN', 'win', 'poll')
('PROPN', 'have', 'all')
('borrower', 'do', 'sophistication')
('reporter', 'understand', 'legislator')
('PROPN', 'have', 'value')
('stock', 'have', 'run')
('man', 'open', 'fire')
('t', 'get', 'inflatin')
('PROPN', 'implore', 'player')
('PROPN', 'write', 'film')
('film', 'make', 'shortlist')
('attorney', 'have', 'time')
('treaty', 'give', 'force')
('authority', 'to', 'evacuation')
('authority', 'to', 'road')
('PROPN', 'would', 'lane')
('PROPN', 'have', 'interpretation')
('measure', 'would', 'portion')
('aide', 'acknowledge', 'portion')
('practice', 'hit', 'headline')
('PROPN', 'request', 'release')
('user', 'spend', 'time')
('PROPN', 'produce', 'swim')
('jet', 'have', 'habit')
('defense', 'make', 'habit')
('PROPN', 'should', 'PROPN')
('work', 'catch', 'eye')
('people', 'be', 'plant')
('feminism', 'have', 'influence')
('word', 'mean', 'nothing')
('software', 'challenge', 'maker')
('lawmaker', 'blister', 'automaker')
('PROPN', 'move', 'team')
('scene', 'justify', 'use')
('deterioration', 'will', 'pressure')
('demonstration', 'force', 'company')
('firefighter', 'have', 'fire')
('gas', 'meet', 'fourth')
('soldier', 'be', 'rifle')
('PROPN', 'have', 'spell')
('hander', 'have', 'cut')
('part', 'have', 'report')
('side', 'score', 'goal')
('PROPN', 'could', 'which')
('PROPN', 'will', 'population')
('PROPN', 'tell', 'group')
('PROPN', 'bless', 'PROPN')
('PROPN', 'see', 'share')
('PROPN', 'have', 'request')
('PROPN', 'withdraw', 'force')
('father', 'tell', 'medium')
('people', 'didn', 't')
('official', 'would', 'detail')
('PROPN', 'will', 'that')
('PROPN', 'will', 'comment')
('PROPN', 'hear', 'report')
('PROPN', 'have', 'opportunity')
('peer', 'not', 'themselves')
('police', 'stop', 'he')
('relative', 'may', 'bone')
('liberal', 'lay', 'claim')
('girlfriend', 'slip', 'it')
('economy', 'contract', 'percent')
('designer', 'be', 'swinophobe')
('agency', 'have', 'offer')
('PROPN', 'need', 'fund')
('PROPN', 'ask', 'congregation')
('woman', 'should', 'mastectomy')
('people', 'have', 'prospect')
('statement', 'speak', 'obligation')
('PROPN', 'disclaim', 'obligation')
('people', 'will', 'policy')
('president', 'have', 'interest')
('place', 'can', 'foot')
('economy', 'be', 'shopper')
('people', 'pay', 'attention')
('PROPN', 'score', '14')
('PROPN', 'win', 'game')
('cole', 'earn', 'vote')
('weather', 'highlight', 'danger')
('youth', 'define', 'leader')
('youth', 'stand', 'leader')
('PROPN', 'should', 'defeat')
('bill', 'would', 'some')
('PROPN', 'charge', 'fee')
('goalie', 'throw', 'puck')
('PROPN', 'swoop', 'puck')
('goalie', 'snap', 'shot')
('PROPN', 'finalise', 'acquisition')
('drugmaker', 'have', '39bn')
('side', 'contest', 'test')
('gang', 'be', 'it')
('source', 'tell', 'we')
('actress', 'spend', 'time')
('PROPN', 'spend', 'length')
('government', 'have', 'risk')
('formulation', 'can', 'color')
('PROPN', 'have', 'customer')
('memorandum', 'do', 'cancer')
('technique', 'match', 'attack')
('PROPN', 'claim', 'responsibility')
('PROPN', 'aren', 't')
('quake', 'generate', 'tsunamis')
('lender', 'do', 'money')
('PROPN', 'claim', 'power')
('team', 'will', 'what')
('PROPN', 'throw', 'PROPN')
('PROPN', 'push', 'head')
('recipient', 'could', 'year')
('PROPN', 'have', '9')
('court', 'involve', 'series')
('agency', 'can', 'themselves')
('PROPN', 'tell', 'cnn.com')
('PROPN', 'have', 'evidence')
('PROPN', 'be', 'which')
('evidence', 'show', 'bullet')
('study', 'should', 'impact')
('PROPN', 'lead', 'PROPN')
('deputy', 'raid', 'home')
('people', 'have', 'he')
('people', 'e', 'he')
('country', 'adopt', 'they')
('PROPN', 'miss', 'landing')
('PROPN', 'visit', 'he')
('cleric', 'have', 'hardliner')
('PROPN', 'have', 'view')
('agency', 'lose', 'colleague')
('t', 'know', 'much')
('PROPN', 'send', 'troop')
('t', 'realise', 'chance')
('PROPN', 'to', 'chance')
('application', 'include', 'sale')
('snow', 'have', 'havoc')
('PROPN', 'have', 'date')
('PROPN', 'issue', 'invitation')
('PROPN', 'hope', 'state')
('trip', 'have', 'threat')
('leader', 'be', 'advance')
('attorney', 'portray', 'she')
('police', 'have', 'gas')
('PROPN', 'know', 'fix')
('PROPN', 'make', 'fix')
('doorman', 'welcome', 'guest')
('company', 'will', 'quarter')
('officer', 'fire', 'shot')
('leader', 'be', 'country')
('PROPN', 'post', 'income')
('PROPN', 'predict', 'drop')
('son', 'be', 'prosecution')
('government', 'have', 'recommendation')
('prediction', 'involve', 'networking')
('event', 'will', 'seat')
('politician', 'would', 'dial')
('profit', 'rise', '41')
('guy', 'have', 'problem')
('son', 'mean', 'what')
('average', 'rise', '243.17')
('bath', 'try', 'PROPN')
('PROPN', 'issue', 'statement')
('couple', 'be', 'house')
('creature', 'perform', 'series')
('move', 'take', 'advantage')
('police', 'heighten', 'security')
('PROPN', 'have', 'problem')
('campaign', 'give', 'highlight')
('biker', 'want', 'right')
('people', 'weigh', 'prospect')
('PROPN', 'have', 'time')
('union', 'be', 'negotiation')
('infield', 'hit', 'decrease')
('aide', 'tell', 'PROPN')
('owner', 'buy', 'PROPN')
('PROPN', 'feel', 'what')
('PROPN', 'have', 'change')
('company', 'might', 'wood')
('tie', 'might', 'launch')
('lawmaker', 'be', 'that')
('vapor', 'wake', 'dog')
('economy', 'expand', 'percent')
('datum', 'show', 'percent')
('doctor', 'prescribe', 'antibiotic')
('report', 'provide', 'recommendation')
('PROPN', 'to', 'base')
('troop', 'turn', 'tide')
('pound', 'be', 'shopper')
('reading', 'exceed', 'level')
('student', 'set', 'hotline')
('chapter', 'follow', 'stage')
('behavior', 'reinforce', 'use')
('company', 'have', 'procedure')
('politic', 'will', 'message')
('rain', 'overwhelm', 'mile')
('mother', 'tell', 'hearing')
('son', 'have', 'heroin')
('PROPN', 'tell', 'audience')
('brother', 'be', 'access')
('party', 'lose', 'which')
('discontent', 'present', 'threat')
('shot', 'flick', 'glove')
('shot', 'roll', 'mound')
('participant', 'indicate', 'level')
('dictator', 'build', 'that')
('artist', 'have', 'overreaction')
('show', 'strike', 'I')
('show', 'signify', 'nothing')
('bank', 'could', 'themselves')
('People', 'have', 'right')
('PROPN', 'have', 'funding')
('rubino', 'write', 'letter')
('renovation', 'feature', 'gallery')
('PROPN', 'could', 'feeling')
('reporter', 'make', 'decision')
('council', 'tell', 'he')
('crew', 'repressurize', 'system')
('county', 'say', 'system')
('respondent', 'provide', 'information')
('PROPN', 'have', 'it')
('PROPN', 'write', 'obituary')
('attacker', 'shoot', 'tyre')
('t', 'pay', 'balance')
('PROPN', 'could', 'guideline')
('t', 'screw', 'they')
('PROPN', 'have', 'piece')
('PROPN', 'lodge', 'allegation')
('striker', 'have', 'chance')
('PROPN', 'display', 'PROPN')
('banker', 'pay', '250,000')
('latter', 'have', 'talent')
('police', 'use', 'radar')
('story', 'have', 'window')
('outrage', 'cross', 'line')
('t', 'have', 'doubt')
('network', 'violate', 'contract')
('president', 'be', 'meeting')
('race', 'draw', '20')
('%', 'have', 'trigger')
('PROPN', 'exercise', 'option')
('PROPN', 'miss', 'chance')
('investment', 'can', 'shape')
('researcher', 'have', 'study')
('flag', 'adorn', 'building')
('tiger', 'have', 'hostage')
('scene', 'shock', 'country')
('reception', 'blow', 'I')
('reception', 'touch', 'heart')
('PROPN', 'add', 'run')
('PROPN', 'report', 'weather')
('benefit', 'include', 'possibility')
('organization', 'remain', 'district')
('player', 'to', 'themselves')
('people', 'would', 'he')
('PROPN', 'have', 'offensive')
('official', 'be', 'threat')
('hometrack', 'collect', 'datum')
('case', 'have', 'attention')
('PROPN', 'whisper', 'it')
('PROPN', 'isn', 't')
('highlight', 'include', 'entertainment')
('idea', 'take', 'battering')
('PROPN', 'take', 'photo')
('model', 'advertise', 'everything')
('economy', 'have', 'patch')
('child', 'do', 'help')
('PROPN', 'can', 'charge')
('PROPN', 'deny', 'charge')
('PROPN', 'have', 'option')
('condition', 'face', 'fleet')
('company', 'have', 'm')
('prosperity', 'mean', 'child')
('effect', 'emerge', 'thousand')
('consumer', 'use', 'bag')
('analysis', 'find', 'increase')
('delay', 'have', 'speculation')
('throw', 'send', 'game')
('PROPN', 'have', 'everything')
('concentration', 'can', 'level')
('opponent', 'contain', 'nothing')
('coupon', 'take', 'day')
('t', 'order', 'one')
('t', 'receive', 'it')
('PROPN', 'slot', 'penalty')
('thousand', 'form', 'trust')
('PROPN', 'might', 'submarine')
('set', 'list', 'station')
('company', 'undertake', 'obligation')
('hospital', 'would', 'million')
('name', 'take', 'list')
