('mildness', 'mean', 'school')
('critic', 'say', 'that')
('industry', 'spend', 'billion')
('detective', 'have', 'he')
('detective', 'presume', 'death')
('PROPN', 'claim', 'part')
('phone', 'support', 'feature')
('PROPN', 'announce', 'creation')
('fund', 'lose', '%')
('fund', 'earn', 'average')
('war', 'kill', 'thousand')
('action', 'will', 'saving')
('PROPN', 'spook', 'analyst')
('terrorist', 'will', 'democracy')
('democracy', 'will', 'safeguard')
('PROPN', 'repay', '112,000')
('PROPN', 'reimburse', 'PROPN')
('member', 'spot', 'footprint')
('cash', 'assist', 'consumer')
('PROPN', 'cast', 'vote')
('PROPN', 'poll', 'cent')
('PROPN', 'defend', 'seat')
('damage', 'will', 'more')
('proposal', 'would', 'time')
('owner', 'will', 'selling')
('number', 'should', 'price')
('other', 'say', 'mistake')
('PROPN', 'offer', 'assistance')
('regulator', 'clear', 'deal')
('mother', 'lay', 'egg')
('commission', 'have', 'goal')
('PROPN', 'say', 'it')
('PROPN', 'talk', 'trash')
('PROPN', 'pump', 'iron')
('soldier', 'enforce', 'curfew')
('criminal', 'return', 'that')
('PROPN', 'reject', 'report')
('PROPN', 'owe', 'total')
('Police', 'be', 'complaint')
('man', 'instal', 'device')
('violence', 'put', 'civilian')
('moment', 'evoke', 'nothing')
('pediatrician', 'tell', 'husband')
('PROPN', 'deliver', 'they')
('PROPN', 'do', 'specific')
('sector', 'have', 'job')
('PROPN', 'announce', 'plan')
('government', 'announce', 'decision')
('homeowner', 'must', 'themselves')
('recovery', 'give', 'way')
('party', 'have', 'cent')
('PROPN', 'force', 'himself')
('staff', 'have', 'depth')
('trader', 'borrow', 'stock')
('trader', 'sell', 'it')
('software', 'combine', 'weather')
('PROPN', 'have', 'faction')
('PROPN', 'take', 'inspiration')
('agreement', 'will', 'PROPN')
('agreement', 'will', 'approval')
('PROPN', 'gain', 'notoriety')
('election', 'to', 'unpopularity')
('report', 'put', 'emphasis')
('minister', 'do', 'scar')
('minister', 'be', 'telephone')
('minister', 'not', 'telephone')
('PROPN', 'face', 'vulnerability')
('study', 'comprise', 'patient')
('PROPN', 'claim', 'that')
('PROPN', 'be', 'detail')
('PROPN', 'give', 'conflict')
('effort', 'would', 'amount')
('immigrant', 'should', 'fine')
('PROPN', 'ask', 'parent')
('boy', 'tell', 'stepfather')
('company', 'have', '1.2bn')
('PROPN', 'be', 'firm')
('PROPN', 'want', 'talk')
('PROPN', 'put', 'they')
('report', 'contain', 'error')
('chamber', 'have', 'noncompliance')
('Police', 'be', 'appeal')
('student', 'realize', 'dream')
('PROPN', 'reach', 'magic')
('PROPN', 'vote', 'magic')
('PROPN', 'make', 'pointer')
('PROPN', 'have', 'point')
('PROPN', 'set', 'opposition')
('word', 'may', 'more')
('manurfacter', 'have', 'PROPN')
('enzyme', 'soften', 'food')
('t', 'have', 'access')
('reservoir', 'to', 'field')
('PROPN', 'study', 'frequency')
('million', 'be', 'service')
('percent', 'provide', 'surgery')
('PROPN', 'blog', 'reply')
('PROPN', 'end', 'day')
('introduction', 'will', 'type')
('PROPN', 'tell', 'PROPN')
('region', 'return', '70pc')
('PROPN', 'be', 'it')
('rescuer', 'follow', 'silver')
('note', 'replace', 'sickie')
('note', 'give', 'option')
('standoff', 'could', 'confirmation')
('troop', 'open', 'fire')
('PROPN', 'end', 'inning')
('PROPN', 'never', 'hand')
('PROPN', 'be', 'device')
('interior', 'prove', 'environment')
('twist', 'do', 'investigation')
('PROPN', 'may', 'one')
('PROPN', 'be', 'percent')
('youth', 'have', 'itself')
('investor', 'digest', 'news')
('force', 'be', 'offensive')
('expert', 'expect', '10')
('man', 'plead', 'right')
('man', 'waive', 'right')
('PROPN', 'approach', 'disaster')
('authority', 'uncover', 'plot')
('PROPN', 'have', 'protection')
('PROPN', 'end', 'quest')
('resignation', 'may', 'critic')
('sumo', 'be', 'decline')
('PROPN', 'to', 'end')
('PROPN', 'have', 'history')
('user', 'can', 'space')
('PROPN', 'charge', '49')
('critic', 'aren', 'one')
('school', 'have', 'parent')
('member', 'have', 'hospital')
('PROPN', 'have', 'benchmark')
('PROPN', 'meet', 'other')
('PROPN', 'be', 'that')
('lender', 'show', 'stabilization')
('PROPN', 'represent', 'property')
('military', 'announce', 'sweep')
('disagreement', 'raise', 'possibility')
('PROPN', 'increase', 'majority')
('disappearance', 'have', 'headline')
('disappearance', 'prompt', 'search')
('jury', 'take', 'minute')
('retailer', 'remove', 'sticker')
('recession', 'have', 'reason')
('department', 'say', 'increase')
('executive', 'take', 'bonus')
('keynote', 'do', 'PROPN')
('keynote', 'have', 'table')
('prosecution', 'do', 'evidence')
('PROPN', 'lose', 'soul')
('patient', 'be', 'what')
('fault', 'cost', 'game')
('PROPN', 'make', 'one')
('other', 'deduct', 'expense')
('t', 'have', 'woman')
('independent', 'play', 'role')
('bill', 'will', 'minister')
('PROPN', 'lose', 'temper')
('PROPN', 'bite', 'forearm')
('company', 'take', 'contract')
('insurgent', 'have', 'that')
('PROPN', 'be', 'we')
('airline', 'must', 'food')
('president', 'tell', 'PROPN')
('failure', 'would', 'consequence')
('charity', 'prefer', 'donation')
('PROPN', 'go', 'he')
('PROPN', 'have', 'problem')
('child', 'have', 'banner')
('other', 'may', 'answer')
('pilot', 'would', 'more')
('PROPN', 'could', 'what')
('PROPN', 'oppose', 'view')
('champion', 'come', 'risk')
('champion', 'take', 'risk')
('judge', 'open', 'commission')
('government', 'would', 'statement')
('hospital', 'bill', 'PROPN')
('million', 'join', 'price')
('PROPN', 'have', 'ground')
('PROPN', 'tell', 'reporter')
('shell', 'litter', 'beach')
('boat', 'dock', 'beach')
('mussel', 'might', 'ride')
('couple', 'would', 'total')
('swagger', 'would', 'most')
('PROPN', 'post', 'letter')
('people', 'take', 'refuge')
('PROPN', 'be', 'quarter')
('voyage', 'spend', 'day')
('company', 'sell', 'stake')
('child', 'do', 'information')
('PROPN', 'will', 'million')
('migraine', 'be', 'attention')
('woman', 'follow', 'schedule')
('people', 'have', 'book')
('PROPN', 'match', 'fare')
('researcher', 'implant', 'monkey')
('PROPN', 'despair', 'he')
('PROPN', 'send', 'he')
('promise', 'have', 'fruit')
('woman', 'make', 'way')
('woman', 'sit', 'inch')
('PROPN', 'would', '2bn')
('PROPN', 'slash', 'job')
('PROPN', 'use', 'backhoe')
('people', 'be', 'it')
('woman', 'may', 'risk')
('PROPN', 'have', 'addiction')
('PROPN', 'adopt', 'system')
('workman', 'put', 'touch')
('incident', 'take', 'place')
('PROPN', 'to', 'pressure')
('t', 'have', 'memorabilia')
('conviction', 'take', 'tally')
('condition', 'halt', 'attempt')
('expert', 'have', 'which')
('city', 'tell', 'PROPN')
('minute', 'increase', 'likelihood')
('PROPN', 'be', 'item')
('candidate', 'have', 'trouble')
('PROPN', 'will', 'competition')
('civilian', 'have', 'confidence')
('PROPN', 'might', 'influence')
('finance', 'would', 'reading')
('figure', 'give', 'evidence')
('PROPN', 'exploit', 'stereotype')
('PROPN', 'have', 'nightmare')
('scientist', 'can', 'cell')
('government', 'have', 'amendment')
('event', 'reflect', 'ambivalence')
('retailing', 'have', 'country')
('painting', 'show', 'PROPN')
('PROPN', 'sit', 'PROPN')
('PROPN', 'hold', 'PROPN')
('agreement', 'have', 'prosperity')
('image', 'show', 'spot')
('effort', 'be', 'success')
('half', 'choose', 'device')
('car', 'use', 'filter')
('army', 'have', 'checkpoint')
('officer', 'draw', 'criticism')
('prosecutor', 'do', 'charge')
('family', 'have', 'she')
('number', 'show', 'scale')
('footage', 'show', 'mix')
('account', 'turn', 'illness')
('PROPN', 'miss', 'all')
('dissection', 'affect', 'two')
('method', 'can', 'effect')
('minister', 'express', 'concern')
('PROPN', 'reject', 'claim')
('chemical', 'weaken', 'scar')
('game', 'feature', 'car')
('PROPN', 'to', 'classification')
('team', 'watch', 'child')
('family', 'mourn', 'legend')
('family', 'kill', 'one')
('family', 'have', 'one')
('pair', 'have', 'bit')
('crisis', 'have', 'many')
('PROPN', 'drive', 'PROPN')
('PROPN', 'receive', 'penalty')
('generation', 'carry', 'equivalent')
('PROPN', 'trounce', 'PROPN')
('tactic', 'help', 'more')
('tactic', 'don', 't')
('PROPN', 'say', 'measure')
('problem', 'could', 'rest')
('inflation', 'have', 'goal')
('inflation', 'be', 'goal')
('father', 'be', 'chemical')
('newspaper', 'say', 'what')
('sin', 'do', 'family')
('action', 'could', 'ground')
('PROPN', 'contact', 'PROPN')
('PROPN', 'have', 'response')
('PROPN', 'have', 'investment')
('scientist', 'call', 'what')
('PROPN', 'be', 'copy')
('sale', 'have', 'copy')
('poll', 'reflect', 'fluidity')
('student', 'have', 'vaccine')
('investor', 'be', 'PROPN')
('PROPN', 'be', 'control')
('PROPN', 'take', 'control')
('homeowner', 'meet', 'payment')
('act', 'will', 'prejudice')
('PROPN', 'have', 'contest')
('party', 'have', 'challenge')
('judge', 'have', 'judgement')
('recipe', 'have', 'sugar')
('police', 'shoot', 'PROPN')
('police', 'kill', 'PROPN')
('law', 'forbid', 'eating')
('injection', 'will', 'I')
('manager', 'crystallize', 'emotion')
('bank', 'note', 'sign')
('PROPN', 'can', 'traction')
('PROPN', 'defend', 'effort')
('government', 'block', 'access')
('PROPN', 'offer', 'potential')
('audience', 'share', 'joy')
('report', 'helped', 'PROPN')
('army', 'have', 'base')
('club', 'face', 'eviction')
('PROPN', 'take', 'approach')
('world', 'have', 'nothing')
('researcher', 'find', 'way')
('PROPN', 'call', 'crime')
('company', 'condone', 'behavior')
('company', 'tolerate', 'behavior')
('t', 'have', 'much')
('PROPN', 'would', 'leader')
('PROPN', 'do', 'passenger')
('people', 'take', 'cycling')
('path', 'bring', 'PROPN')
('PROPN', 'chisel', 'depiction')
('PROPN', 'loot', 'put')
('police', 'find', 'gram')
('PROPN', 'have', 'PROPN')
('light', 'be', 'PROPN')
('PROPN', 'address', 'feeling')
('study', 'provide', 'PROPN')
('baby', 'spit', 'most')
('investigator', 'study', 'effect')
('partner', 'have', 'offset')
('executive', 'support', 'it')
('PROPN', 'be', 'that')
('PROPN', 'hope', 'which')
('PROPN', 'could', 'life')
('result', 'do', 'capital')
('singer', 'claim', 'album')
('bullpen', 'work', 'inning')
('work', 'span', 'everything')
('orangutan', 'range', 'region')
('PROPN', 'make', 'overture')
('PROPN', 'undo', 'latch')
('skepticism', 'can', 'you')
('narrative', 'open', 'place')
('narrative', 'encompass', 'place')
('PROPN', 'urge', 'party')
('PROPN', 'steal', 'point')
('PROPN', 'do', 'sniff')
('PROPN', 'do', 'whatever')
('PROPN', 'attribute', 'much')
('helicopter', 'transport', 'sheep')
('PROPN', 'have', 'degree')
('iteration', 'pay', 'homage')
('PROPN', 'remain', 'turmoil')
('loss', 'could', 'turmoil')
('story', 'have', 'momentum')
('sector', 'make', 'return')
('judge', 'reject', 'request')
('fall', 'have', 'speculation')
('PROPN', 'greet', 'friend')
('PROPN', 'could', 'push')
('debris', 'force', 'crew')
('ban', 'end', 'sign')
('price', 'show', 'sign')
('minister', 'introduce', 'change')
('line', 'have', 'look')
('officer', 'focus', 'search')
('protester', 'attack', 'car')
('protester', 'trap', 'he')
('approach', 'echo', 'that')
('week', 'do', 'excitement')
('philanthropy', 'will', 'chance')
('t', 'sign', 'convention')
('team', 'be', 'blood')
('PROPN', 'have', 'capacity')
('discovery', 'heighten', 'suspicion')
('PROPN', 'produce', 'barrel')
('PROPN', 'have', 'herself')
('PROPN', 'seize', 'I')
('PROPN', 'will', 'PROPN')
('PROPN', 'approve', 'plan')
('authority', 'tell', 'bank')
('fire', 'gutte', 'it')
('t', 'blame', 'decline')
('inspector', 'find', 'landscape')
('PROPN', 'to', 'it')
('lawyer', 'ask', 'court')
('percent', 'have', 'tool')
('fire', 'threaten', 'neighborhood')
('judge', 'give', 'opportunity')
('defendant', 'give', 'sign')
('PROPN', 'have', 'mentality')
('inspector', 'give', 'service')
('group', 'be', 'effort')
('airstrike', 'hit', 'compound')
('couple', 'have', 'adequacy')
('part', 'don', 't')
('company', 'cut', 'dividend')
('organization', 'have', 'center')
('chelio', 'become', 'game')
('announcement', 'end', 'month')
('t', 'don', 'choice')
('PROPN', 'make', 'deal')
('mother', 'have', 'tooth')
('ethanol', 'have', 'energy')
('wave', 'cross', 'border')
('draft', 'do', 'sanction')
('company', 'be', 'review')
('PROPN', 'draw', 'play')
('practice', 'be', 'scrutiny')
('scoreline', 'might', 'something')
('pitcher', 'will', 'other')
('husband', 'have', 'appeal')
('bankability', 'help', 'he')
('PROPN', 'report', 'claim')
('team', 'have', 'chief')
('PROPN', 'part', 'company')
('PROPN', 'win', 'series')
('PROPN', 'quote', 'PROPN')
('interruption', 'draw', 'cheer')
('gymnast', 'do', 'act')
('PROPN', 'tell', 'we')
('people', 'be', 'this')
('foot', 'hit', 'mat')
('PROPN', 'be', '2011')
('league', 'be', 'design')
('PROPN', 'show', 'gun')
('fund', 'have', 'information')
('fund', 'be', 'legislation')
('bartender', 'serve', 'trifecta')
('shade', 'will', 'variety')
('PROPN', 'seize', 'which')
('PROPN', 'close', 'sale')
('PROPN', 'relate', 'estate')
('PROPN', 'be', 'what')
('court', 'order', 'he')
('PROPN', 'build', 'car')
('PROPN', 'have', '67')
('PROPN', 'love', 'it')
('spokesman', 'do', 'authority')
('guest', 'will', 'process')
('option', 'teach', 'skill')
('PROPN', 'have', 'posse')
('forest', 'lack', 'glory')
('strike', 'would', 'thousand')
('junior', 'lead', 'nation')
('%', 'offer', 'it')
('economist', 'have', 'increase')
('economist', 'expect', 'job')
('PROPN', 'score', 'goal')
('PROPN', 'get', 'goal')
('t', 'expect', 'anyone')
('PROPN', 'make', '%')
('episode', 'win', 't')
('PROPN', 'have', 'rally')
('fall', 'would', 'impact')
('PROPN', 'upset', 'no')
('voice', 'command', 'someone')
('dust', 'darken', 'surface')
('surface', 'would', 'that')
('PROPN', 'need', 'PROPN')
('PROPN', 'to', 'for-8')
('psa', 'show', 'screen')
('PROPN', 'have', 'that')
('PROPN', 'announce', 'investment')
('PROPN', 'drop', 'effort')
('shareholder', 'have', 'spinoff')
('PROPN', 'be', 'routine')
('PROPN', 'make', 'playoff')
('PROPN', 'anticipate', 'rebound')
('company', 'will', 'debt')
('car', 'must', 'that')
('index', 'decrease', 'percent')
('officer', 'ask', 'woman')
('thief', 'answer', 'woman')
('crisis', 'be', 'effect')
('PROPN', 'have', 'roster')
('peace', 'will', 'more')
('method', 'call', 'farming')
('decision', 'strengthen', 'hand')
('PROPN', 'have', 'battle')
('supply', 'have', 'price')
('official', 'describe', 'it')
('operation', 'will', 'place')
('PROPN', 'follow', 'friend')
('PROPN', 'discover', 'reference')
('violence', 'have', 'area')
('analyst', 'be', 'loss')
('government', 'have', 'help')
('PROPN', 'draw', 'vegetation')
('mod', 'instruct', 'survey')
('people', 'be', 'whistle')
('father', 'ask', 'he')
('attack', 'earn', 'honor')
('group', 'report', 'profit')
('thousand', 'have', 'collapse')
('t', 'have', 'custody')
('PROPN', 'lose', 'player')
('university', 'could', 'mishap')
('PROPN', 'win', 'tournament')
('leader', 'know', 'which')
('grandparent', 'have', 'freedom')
('employee', 'may', 'unemployment')
('budget', 'must', 'deficit')
('budget', 'invest', 'deficit')
('review', 'have', 'response')
('t', 'be', 'it')
('t', 'don', 'it')
('PROPN', 'win', 'reprieve')
('PROPN', 'postpone', 'offering')
('investor', 'show', 'appetite')
('PROPN', 'avoid', 'impact')
('victory', 'mark', 'time')
('PROPN', 'finish', 'man')
('win', 'give', 'shot')
('PROPN', 'must', 'advantage')
('t', 'blame', 'they')
('group', 'will', 'dividend')
('dozen', 'be', 'themselves')
('villager', 'tell', 'official')
('group', 'copy', 'idea')
('housemate', 'will', 'day')
('housemate', 'will', 'access')
('t', 'have', 'towel')
('PROPN', 'be', 'militant')
('inch', 'could', 'ground')
('settlement', 'would', 'PROPN')
('PROPN', 'claim', 'which')
('PROPN', 'should', 'neighborhood')
('policy', 'may', 'PROPN')
('government', 'need', 'support')
('member', 'cry', 'other')
('member', 'console', 'other')
('anger', 'never', 'well')
('retailer', 'follow', 'lead')
('evidence', 'place', 'mammoth')
('PROPN', 'will', 'episode')
('PROPN', 'railroad', 'nomination')
('PROPN', 'retain', 'position')
('technology', 'be', 'life')
('deputy', 'have', 'proposal')
('PROPN', 'respond', 'PROPN')
('PROPN', 'establish', 'PROPN')
('PROPN', 'spend', 'PROPN')
('PROPN', 'urge', 'community')
('rover', 'have', 'picture')
('rover', 'snap', 'picture')
('driver', 'kill', 'people')
('guideline', 'advise', 'woman')
('competition', 'feature', 'game')
('wife', 'hand', 'paramedic')
('lunatic', 'be', 'name')
('PROPN', 'have', 'member')
('PROPN', 'be', 'sample')
('playwright', 'accuse', 'critic')
('PROPN', 'pay', 'attention')
('people', 'use', 'paper')
('PROPN', 'have', 'gear')
('PROPN', 'believe', 'trouble')
('PROPN', 'be', 'trouble')
('PROPN', 'set', 'fire')
('t', 'underestimate', 'importance')
('researcher', 'compare', 'woman')
('report', 'do', 'response')
('rival', 'have', 'party')
('government', 'would', 'resumption')
('PROPN', 'take', 'lead')
('cross', 'take', 'deflection')
('PROPN', 'clear', 'deflection')
('hand', 'encounter', 'hostility')
('bank', 'be', 'gold')
('PROPN', 'move', 'trial')
('PROPN', 'could', 'trial')
('investor', 'await', 'detail')
('oil', 'shoot', 'detail')
('sale', 'have', 'moment')
('people', 'save', '28')
('police', 'be', 'motive')
('investor', 'be', 'decision')
('move', 'herald', 'lifting')
('formula', 'would', 'thousand')
('PROPN', 'control', 'seat')
('PROPN', 'tell', 'newspaper')
('PROPN', 'can', 'anyone')
('PROPN', 'have', 'player')
('PROPN', 'will', 'that')
('snowfall', 'have', 'gridlock')
('promise', 'create', 'environment')
('people', 'seek', 'intervention')
('report', 'do', 'issue')
('people', 'may', 'change')
('mother', 'can', 'daughter')
('mother', 'take', 'photograph')
('virus', 'take', 'pill')
('virus', 'win', 'control')
('side', 'exchange', 'prisoner')
('PROPN', 'experience', 'that')
('PROPN', 'be', 'platform')
('donor', 'have', 'money')
('company', 'have', 'firm')
('PROPN', 'have', 'proposal')
('PROPN', 'regard', 'discipline')
('judge', 'send', 'everyone')
('t', 'know', 'anyone')
('group', 'unveil', 'series')
('parent', 'find', 'body')
('rider', 'build', 'replica')
('gunman', 'shoot', 'himself')
('youngster', 'will', 'commitment')
('magnitude', 'hit', 'PROPN')
('pastor', 'tell', 'I')
('military', 'ask', 'whatever')
('t', 'attend', 'conference')
('people', 'lose', 'job')
('PROPN', 'have', 'more')
('show', 'might', 'much')
('town', 'have', 'presence')
('t', 'watch', 'the')
('homosexual', 'should', 'execution')
('decision', 'give', 'leverage')
('user', 'can', 'travel')
('PROPN', 'dissolve', 'commission')
('PROPN', 'get', 'hit')
('team', 'will', 'way')
('day', 'shoot', '70')
('artist', 'share', 'aim')
('singer', 'play', 'lawyer')
('quality', 'include', 'ability')
('group', 'rob', 'victim')
('PROPN', 'meet', 'PROPN')
('t', 'don', 'couple')
('PROPN', 'have', 'dilemma')
('t', 'offer', 'way')
('PROPN', 'attend', 'luncheon')
('PROPN', 'have', 'freeze')
('rise', 'would', 'continent')
('medium', 'break', 'programme')
('win', 'have', 'expectation')
('PROPN', 'set', 'goal')
('PROPN', 'demonstrate', 'gap')
('PROPN', 'allow', 'idea')
('PROPN', 'have', 'idea')
('PROPN', 'have', 'left')
('architecture', 'bypass', 'internet')
('consumer', 'use', 'that')
('PROPN', 'deliver', 'what')
('smell', 'get', 'frustration')
('smell', 'do', 'frustration')
('party', 'have', 'candidate')
('man', 'suffer', 'injury')
('glimpse', 'provide', 'clue')
('baldness', 'would', 'I')
('company', 'give', 'information')
('PROPN', 'ban', 'use')
('PROPN', 'be', 'benefit')
('thief', 'scour', 'area')
('fire', 'have', 'acre')
('compost', 'add', 'nutrient')
('PROPN', 'instruct', 'officer')
('lender', 'be', 'customer')
('requirement', 'negate', 'advantage')
('concept', 'might', 'burden')
('director', 'have', 'PROPN')
('PROPN', 'express', 'thank')
('PROPN', 'miss', 'victory')
('PROPN', 'tell', 'PROPN')
('moviegoer', 'leave', 'stopwatch')
('author', 'follow', 'custom')
('incident', 'will', 'attention')
('cynicism', 'will', 'damage')
('film', 'could', 'stereotype')
('recession', 'be', 'grip')
('administration', 'support', 'bill')
('PROPN', 'will', 'hour')
('PROPN', 'beat', 'PROPN')
('psychology', 'be', 'hold')
('PROPN', 'plan', 'appearance')
('student', 'submit', 'paper')
('PROPN', 'have', '156')
('exhibition', "'", 'something')
('union', 'will', 'energy')
('PROPN', 'pull', 'film')
('PROPN', 'recut', 'movie')
('center', 'will', 'annual')
('taxman', 'be', 'business')
('country', 'could', 'extradition')
('PROPN', 'will', 'door')
('part', 'will', 'desideratum')
('film', 'will', 'desideratum')
('lawyer', 'tell', 'jury')
('PROPN', 'have', 'place')
('PROPN', 'lay', 'that')
('people', 'wear', 'history')
('PROPN', 'mime', 'sex')
('side', 'show', 'parent')
('PROPN', 'make', 'contrast')
('driver', 'must', 'mine')
('PROPN', 'pull', 'nothing')
('physicist', 'have', 'form')
('PROPN', 'play', 'period')
('PROPN', 'have', 'child')
('people', 'would', 'way')
('conservative', 'may', 'president')
('rise', 'push', 'supply')
('PROPN', 'offer', 'option')
('ball', 'be', 'couple')
('parent', 'build', 'family')
('PROPN', 'be', 'price')
('friend', 'be', 'sex')
('friend', 'use', 'drug')
('neighbor', 'remember', 'pride')
('center', 'include', 'range')
('PROPN', 'have', 'round')
('wetland', 'will', 'habitat')
('PROPN', 'have', 'it')
('investigation', 'could', 'month')
('PROPN', 'call', 'what')
('defeat', 'put', 'PROPN')
('airbrushing', 'affect', 'kid')
('investor', 'have', 'relationship')
('court', 'will', 'case')
('kilogram', 'save', 'h')
('protest', 'force', 'PROPN')
('PROPN', 'take', 'look')
('accident', 'cost', 'life')
('PROPN', 'supply', 'arm')
('playwright', 'have', 'screenplay')
('lobe', 'define', 'I')
('PROPN', 'will', 'q')
('PROPN', 'lead', 'unit')
('return', 'have', 'everybody')
('PROPN', 'give', 'lie')
('PROPN', 'betray', 'susceptibility')
('PROPN', 'withdraw', '2,200')
('PROPN', 'will', 'representative')
('military', 'lead', 'backlash')
('PROPN', 'hold', 'election')
('page', 'feature', 'model')
('PROPN', 'tell', 'PROPN')
('missile', 'fly', 'they')
('missile', 'identify', 'they')
('company', 'be', 'effort')
('PROPN', 'counter', 'argument')
('side', 'carry', 'promise')
('PROPN', 'give', 'point')
('man', 'unfurl', 'map')
('school', 'will', 'percent')
('analyst', 'regard', 'move')
('raid', 'begin', '9')
('conversation', 'take', 'place')
('bank', 'release', 'result')
('storm', 'erupt', 'place')
('t', 'want', 'hassle')
('government', 'will', 'estate')
('million', 'can', 'financing')
('campaign', 'have', 'debate')
('collection', 'give', 'credibility')
('collection', 'introduce', 'designer')
('scheme', 'will', 'little')
('PROPN', 'will', 'PROPN')
('PROPN', 'would', 'percent')
('PROPN', 'would', 'remainder')
('PROPN', 'may', 'signal')
('company', 'might', 'PROPN')
('college', 'to', 'student')
('police', 'keep', 'group')
('citizen', 'will', 'some')
('senator', 'have', 'donation')
('senator', 'accuse', 'PROPN')
('senator', 'press', 'claim')
('fame', 'mask', 'liability')
('contempt', 'know', 'it')
('town', 'lack', 'electricity')
('PROPN', 'have', 'candidacy')
('trainer', 'have', 'fight')
('language', 'wear', 'welcome')
('prosecutor', 'put', 'man')
('PROPN', 'have', 'mistake')
('PROPN', 'tell', 'reporter')
('PROPN', 'suspend', 'ban')
('engineer', 'have', 'cause')
('international', 'join', 'PROPN')
('international', 'have', 'appearance')
('engineer', 'be', 'technology')
('PROPN', 'break', 'law')
('agreement', 'increase', 'time')
('agreement', 'remove', 'need')
('customer', 'discover', 'size')
('trial', 'should', 'place')
('yield', 'have', 'investor')
('campaign', 'celebrate', 'complication')
('disease', 'return', 'mastectomy')
('PROPN', 'have', 'mastectomy')
('bulk', 'impact', 'result')
('PROPN', 'spend', 'month')
('claim', 'form', 'argument')
('company', 'export', 'clothing')
('company', 'have', 'recession')
('PROPN', 'earn', 'invitation')
('PROPN', 'accept', 'it')
('software', 'tell', 'we')
('agency', 'would', 'flaw')
('festival', 'have', 'way')
('taste', 'make', 'impression')
('announcement', 'follow', 'move')
('economy', 'have', 'itself')
('PROPN', 'drop', 'PROPN')
('PROPN', 'have', 'PROPN')
('woman', 'be', 'what')
('PROPN', 'enter', 'game')
('head', 'beat', 'rival')
('thaw', 'turn', 'they')
('t', 'have', 'pleasure')
('PROPN', 'will', 'beating')
('report', 'have', 'he')
('pub', 'make', 'call')
('opponent', 'be', 'PROPN')
('man', 'be', 'woman')
('town', 'have', 'one')
('nurse', 'have', 'duty')
('market', 'have', 'tendency')
('man', 'park', 'car')
('researcher', 'envisage', 'future')
('indictment', 'allege', 'PROPN')
('PROPN', 'be', '10')
('other', 'make', 'what')
('PROPN', 'be', 'km')
('PROPN', 'widen', 'km')
('administration', 'attach', 'condition')
('man', 'suffer', 'injury')
('enquiry', 'be', 'injury')
('PROPN', 'face', 'sentencing')
('PROPN', 'mention', 'what')
('church', 'have', 'record')
('PROPN', 'enter', 'league')
('education', 'move', 'PROPN')
('PROPN', 'may', 'he')
('PROPN', 'have', 'attention')
('gunman', 'kidnap', 'employee')
('acceptance', 'equal', 'number')
('side', 'have', 'opportunity')
('PROPN', 'have', 'goal')
('majority', 'take', 'place')
('asset', 'yield', '%')
('PROPN', 'begin', 'life')
('child', 'would', 'chance')
('PROPN', 'have', 'tie')
('thousand', 'face', 'starvation')
('PROPN', 'shatter', 'agreement')
('regulator', 'judge', 'performance')
('firefighter', 'break', 'door')
('firefighter', 'discover', 'source')
('government', 'have', 'recording')
('PROPN', 'knock', 'PROPN')
('side', 'make', 'change')
('neighbor', 'celebrate', 'anniversary')
('dollar', 'lose', 'ground')
('PROPN', 'to', 'thing')
('partner', 'can', 'child')
('PROPN', 'join', 'PROPN')
('PROPN', 'will', 'PROPN')
('conflict', 'have', 'people')
('PROPN', 'enlist', 'PROPN')
('fan', 'have', 'faith')
('PROPN', 'be', 'place')
('minister', 'can', 'comfort')
('PROPN', 'do', 'résumé')
('rebel', 'launch', 'strike')
('consideration', 'play', 'part')
('boy', 'suffer', 'pain')
('PROPN', 'have', 'dose')
('PROPN', 'fare', 'performance')
('PROPN', 'receive', 'performance')
('t', 'classify', 'it')
('PROPN', 'use', 'which')
('event', 'pay', 'tribute')
('PROPN', 'can', 'audience')
('client', 'realize', 'return')
('actor', 'play', 'PROPN')
('PROPN', 'be', 'heat')
('fire', 'burn', 'majority')
('animal', 'could', 'protection')
('authority', 'find', 'body')
('side', 'assert', 'importance')
('ad', 'have', 'confidence')
('landslide', 'have', 'people')
('specialist', 'visit', 'grade')
('PROPN', 'use', 'check')
('police', 'be', 'series')
('child', 'attend', 'that')
('city', 'turn', 'light')
('adoption', 'could', 'child')
('trafficker', 'may', 'quake')
('decrease', 'reflect', 'increase')
('t', 'pursue', 'charge')
('PROPN', 'earn', '611,899,420')
('sight', 'send', 'thousand')
('sight', 'prompt', 'deluge')
('PROPN', 'receive', 'sentence')
('PROPN', 'bring', 'asset')
('t', 'enjoy', 'success')
('pledge', 'help', 'country')
('substance', 'do', 'way')
('picture', 'resemble', 'version')
('barring', 'have', 'tension')
('director', 'have', 'extension')
('official', 'urge', 'voter')
('PROPN', 'will', 'kg')
('PROPN', 'write', 'statement')
('fund', 'give', 'feeling')
('PROPN', 'tell', 'magistrate')
('PROPN', 'clutch', 'teddy')
('PROPN', 'paternae', 'PROPN')
('sector', 'can', 'effect')
('child', 'have', 'talent')
('million', 'poke', 'fun')
('people', 'to', 'bit')
('analyst', 'have', 'claim')
('prowess', 'would', 'world')
('shearing', 'have', 'language')
('PROPN', 'have', 'resolution')
('force', 'lose', 'soldier')
