subject_lemma,verb_lemma,object_lemma
PROPN,have,surgery
society,to,which
witness,tell,police
car,drive,fire
car,open,fire
PROPN,give,"88,000"
restaurant,offer,series
PROPN,will,game
driver,minimise,distraction
PROPN,have,decision
area,have,home
PROPN,represent,outlook
street,contain,scene
PROPN,sue,PROPN
rule,ban,resident
invasion,alienate,many
PROPN,plead,PROPN
growth,have,impact
scientist,be,microalgae
PROPN,would,spade
PROPN,throw,spade
PROPN,want,what
PROPN,have,scholar
t,hear,snap
PROPN,score,goal
PROPN,drop,glove
prisoner,have,right
demand,have,specter
PROPN,tape,drain
t,expect,type
medium,see,picture
PROPN,pilot,caravan
PROPN,reveal,concern
extremist,be,military
PROPN,score,point
network,isn,t
PROPN,put,PROPN
king,could,work
PROPN,seduce,nymph
PROPN,be,stock
PROPN,be,that
bank,provide,solution
PROPN,visit,PROPN
mullah,take,advantage
people,have,case
people,have,case
member,reject,offer
lawyer,offer,advice
patient,refuse,treatment
lawyer,never,wrongdoing
PROPN,report,loss
supporter,deliver,ballot
administration,would,plan
PROPN,can,that
one,could,case
government,predict,rate
school,receive,"11,629"
PROPN,have,PROPN
panel,will,policy
PROPN,lose,control
musician,earn,place
people,may,that
people,haven,t
PROPN,miss,ride
PROPN,will,opportunity
user,can,much
t,be,much
audience,include,man
module,offer,range
paper,reflect,concern
crash,have,calendar
PROPN,slash,rating
PROPN,to,district
organism,have,PROPN
PROPN,abandon,bid
buyer,should,factor
t,throw,pass
nation,will,opportunity
action,violate,pledge
man,look,hole
man,find,hole
neighbour,have,it
meeting,take,place
belief,express,itself
band,roam,street
PROPN,announce,selection
people,wouldn,read
caprio,isn,one
PROPN,make,decision
PROPN,have,act
environmentalist,rescue,penguin
one,be,knife
father,have,job
throw,to,PROPN
PROPN,end,season
PROPN,win,title
nature,have,call
bank,will,show
PROPN,will,damage
people,to,life
people,will,activity
term,be,PROPN
term,decouple,PROPN
government,would,charge
t,have,child
survivor,would,PROPN
tech,decide,surgery
PROPN,create,website
rickroller,set,site
PROPN,have,most
figure,do,nothing
PROPN,tell,reporter
mother,leave,husband
overhaul,lose,support
PROPN,make,themselves
zimbabwe,face,inflation
strike,end,career
deposit,could,damage
user,can,idea
actor,crash,motorcycle
kick,come,top
kick,skim,top
board,have,candidate
PROPN,begin,effort
thousand,lose,business
man,want,PROPN
concentration,be,militant
theatregoer,can,ticket
plea,echo,call
release,have,justice
datum,weigh,sentiment
member,throw,grenade
PROPN,bless,PROPN
t,control,pass
PROPN,cite,year
PROPN,could,switch
sheep,cluster,taste
people,can,journey
politician,lead,thousand
PROPN,could,financing
investor,shore,profit
office,receive,fax
PROPN,would,they
PROPN,describe,crime
insolvency,cover,company
PROPN,rise,point
band,play,music
band,lay,wreath
police,enter,site
troop,could,surveillance
PROPN,back,reinstatement
doctor,be,survivor
movement,pose,challenge
percent,offer,coverage
plan,would,method
leader,will,money
leader,save,money
leader,take,choice
man,hold,fire
researcher,recognise,marsupial
researcher,recognise,scientist
PROPN,choose,work
handbag,can,accent
player,threaten,rebellion
prosecutor,want,record
PROPN,repress,minority
caroline,commit,suicide
focus,will,fall
vehicle,have,item
member,will,what
pichushkin,go,police
pichushkin,lead,police
state,establish,zone
man,take,bomb
t,have,interest
PROPN,tell,reporter
internet,have,structure
revolutionary,want,whatever
PROPN,buy,acre
card,cost,25
authority,refuse,access
nephro,have,PROPN
book,could,cook
PROPN,receive,"270,000"
t,discuss,connection
medium,have,flicker
PROPN,score,point
PROPN,have,rebound
PROPN,know,that
PROPN,have,accuracy
official,tell,PROPN
PROPN,tell,reporter
PROPN,have,decision
flooding,cause,death
flooding,affect,people
people,be,back
PROPN,to,lead
school,have,program
client,would,charge
client,make,application
PROPN,tell,magazine
percent,have,beginning
installation,mark,era
PROPN,make,pointer
magistrate,have,member
PROPN,promise,lot
official,be,damage
PROPN,tell,investigator
trader,have,dollar
motorist,face,delay
judge,can,juvenile
equity,will,household
hotel,reopen,room
sale,have,interest
inspection,find,problem
train,have,passenger
t,have,it
PROPN,have,word
t,crack,nut
punishment,could,end
PROPN,might,it
trophy,adorn,space
place,have,feel
PROPN,have,more
relative,have,inkling
PROPN,would,cabinet
PROPN,have,morning
venture,will,ship
venture,support,ship
official,have,team
assassination,have,violence
assassination,throw,election
visit,could,he
stephen,provide,estimate
shop,take,500
shooting,take,place
PROPN,redirect,shot
PROPN,be,interest
regime,have,it
PROPN,have,attention
background,to,decision
man,show,sign
PROPN,will,lead
committee,have,hearing
government,have,that
labour,have,other
member,run,clinic
attack,vindicate,he
backing,spur,dream
poverty,have,statelet
breakthrough,would,document
PROPN,defeat,PROPN
fact,remind,we
decision,can,winner
PROPN,have,member
PROPN,deserve,praise
people,have,attack
person,can,person
guy,ask,I
PROPN,get,deficit
investigator,be,possibility
PROPN,be,support
woman,to,dream
PROPN,have,WMD
investor,to,money
salmonella,contaminate,tomato
feeling,stop,I
incident,raise,alarm
PROPN,provide,information
officer,use,PROPN
PROPN,learn,much
baby,tell,meeting
investigation,find,drink
population,be,"300,000"
officer,have,team
middleman,can,chief
pirate,keep,PROPN
t,get,it
PROPN,oppose,which
PROPN,would,PROPN
PROPN,have,21
PROPN,increase,demand
move,could,gain
vaccine,have,approval
question,prompt,week
PROPN,could,dividend
doc,give,these
force,have,PROPN
briton,carry,bombing
jury,hear,exhibit
jury,examine,exhibit
jury,watch,day
suspect,need,licence
PROPN,string,completion
poll,show,charging
stamp,match,ammunition
PROPN,make,that
PROPN,ask,he
woman,tilt,percent
town,play,role
PROPN,have,point
bug,cause,sickness
PROPN,tell,magazine
representative,attend,meeting
PROPN,take,trip
PROPN,have,season
PROPN,have,way
million,be,choice
PROPN,be,job
office,can,anyone
office,can,finding
language,give,percent
return,follow,violence
death,change,he
referee,do,incident
weed,love,garden
scientist,have,clue
t,spend,decade
PROPN,make,remark
party,to,stranglehold
money,have,PROPN
PROPN,say,care
group,accuse,he
petition,have,signature
PROPN,have,attorney
history,teach,anything
PROPN,get,break
PROPN,raise,concern
PROPN,receive,vote
PROPN,be,promotion
concept,have,problem
people,see,colorblind
PROPN,will,strategy
government,have,bid
leader,make,statement
nation,express,support
club,end,stalemate
bank,will,intention
job,pay,250
PROPN,watch,race
official,adopt,camouflage
ship,may,cable
PROPN,know,man
PROPN,thread,four
PROPN,offer,lowdown
police,be,road
PROPN,build,lead
money,will,building
ministry,attribute,drop
official,see,PROPN
prosecutor,charge,he
PROPN,have,step
spear,hand,child
grief,hold,sway
grief,cancel,booking
force,have,PROPN
judge,have,retrial
action,give,hope
hospital,be,PROPN
PROPN,drop,player
PROPN,force,PROPN
PROPN,batter,coast
PROPN,rule,t
bank,have,time
PROPN,deserve,consecration
gunman,wound,driver
PROPN,buy,share
PROPN,have,shrine
PROPN,challenge,PROPN
doctor,will,regiman
win,put,PROPN
council,to,issue
PROPN,buy,set
programme,will,you
minister,issue,statement
man,obtain,instruction
portrait,capture,determination
PROPN,claim,all
PROPN,have,all
PROPN,be,much
bakery,arrachera,bread
phisher,send,e
announcement,mark,blow
rage,break,surface
PROPN,have,operation
PROPN,hand,PROPN
people,be,we
neighbor,have,talk
PROPN,have,graviance
PROPN,stay,lead
PROPN,give,lead
government,be,precaution
judge,will,say
child,lead,process
PROPN,open,bookstore
PROPN,celebrate,championship
news,follow,report
Police,issue,appeal
PROPN,take,it
PROPN,define,it
delegate,say,duty
delegate,feel,duty
PROPN,can,criticism
veteran,mobilise,van
memorial,decorate,yard
quake,cause,tsunami
president,have,idea
estimate,suggest,idea
datum,indicate,percent
economy,expand,percent
medicine,include,36
examiner,have,step
examiner,do,step
t,make,plan
film,have,supporter
investigator,examine,child
music,can,fan
minister,will,reply
PROPN,plan,wrinkle
PROPN,have,utmost
meeting,resume,talk
PROPN,cut,that
employer,predict,shock
PROPN,tell,PROPN
PROPN,create,lesson
analyst,watch,figure
bickering,have,PROPN
immigrant,have,friend
relocation,carry,estimate
PROPN,might,time
notice,take,week
move,follow,outrage
guest,include,candidate
strain,could,legion
schoolmate,call,he
client,include,PROPN
action,will,PROPN
agency,make,progress
sanction,put,pressure
sculpture,have,presence
PROPN,have,claim
authority,be,race
party,draw,draft
PROPN,hold,primary
PROPN,win,matchup
PROPN,contribute,imagery
PROPN,promise,relation
spokesman,note,condition
PROPN,expel,diplomat
PROPN,boot,diplomat
operation,would,effort
PROPN,have,restraint
call,might,day
deal,give,PROPN
PROPN,pay,euro
court,order,police
monarch,force,subject
goal,change,game
service,be,traction
family,be,bill
spawn,see,himself
PROPN,have,message
PROPN,mark,period
leader,have,law
PROPN,have,feeling
PROPN,would,move
people,have,request
player,drop,he
rebel,have,candidate
PROPN,have,row
pullout,honour,pledge
flick,release,PROPN
PROPN,tell,reporter
man,threaten,staff
man,steal,cash
PROPN,can,improvement
woman,undermine,movement
shutdown,would,spread
shutdown,limit,number
PROPN,demand,retribution
topping,do,base
inexperience,lead,stage
inexperience,set,stage
PROPN,tell,PROPN
page,have,fever
t,buy,house
result,raise,doubt
recession,be,dispute
t,have,fact
commander,have,step
economy,have,corner
PROPN,do,it
clawback,be,criminal
t,have,gain
militia,attack,force
report,include,"25,000"
time,overtake,project
murder,could,militant
lender,be,focus
assailant,flee,scene
majority,will,resistance
commentator,know,identity
t,know,relative
PROPN,show,life
PROPN,struggle,championship
PROPN,write,she
PROPN,choose,she
expert,tell,conference
politic,can,job
PROPN,suspend,staffer
PROPN,win,election
head,will,pat
candidate,reach,majority
man,attack,he
demand,fuel,overfishing
PROPN,kill,hope
party,lose,three
stem,will,flower
universe,have,dimension
language,give,many
PROPN,tell,jury
PROPN,close,game
PROPN,open,cafe
people,can,cup
people,enjoy,cup
audit,cover,hospital
rabbi,come,contribution
friend,list,information
PROPN,have,yard
PROPN,have,yard
PROPN,have,homer
quartet,play,PROPN
Police,urge,anyone
taxpayer,may,wait
PROPN,have,version
PROPN,want,which
army,will,afternoon
court,turn,appeal
strategy,cover,sector
collider,could,hole
t,have,access
people,have,right
PROPN,take,lead
PROPN,grab,rung
sea,can,risk
student,have,virus
disease,can,memory
disease,find,way
raid,may,site
science,learn,more
thinker,have,crisis
collision,leave,leg
climate,leave,household
PROPN,can,fit
PROPN,do,action
hotwalker,pass,glance
PROPN,cast,glance
expert,have,infection
rebel,will,call
government,can,that
lawsuit,claim,damage
PROPN,take,office
federer,have,season
PROPN,should,anything
manufacturer,have,development
diplomat,be,support
PROPN,take,two
PROPN,to,rethink
people,will,that
player,have,point
land,be,lawsuit
root,have,little
tv,delay,start
group,have,moniker
force,have,role
killing,echo,attack
home,smell,glimmer
talk,have,agreement
observer,to,round
percent,show,sign
scientist,study,gene
half,involve,production
PROPN,rally,PROPN
PROPN,expect,cent
survey,indicate,extreme
PROPN,pass,bill
nurse,find,success
spinto,describe,role
fighting,have,PROPN
percent,have,improvement
percent,to,defect
industry,ready,itself
number,have,trade
farmer,be,trade
leader,deliver,lecture
lender,face,period
PROPN,say,boy
one,say,it
company,must,report
government,buy,stake
photo,show,limb
PROPN,must,blessing
figure,suggest,problem
PROPN,say,video
PROPN,post,video
PROPN,feature,message
PROPN,supply,retailer
PROPN,raise,bid
company,be,message
company,reset,password
director,want,veteran
finding,have,core
girl,pose,question
lender,have,rate
PROPN,have,PROPN
participant,attend,seminar
device,would,rhythm
PROPN,keep,ticking
company,generate,percent
airline,may,charge
navy,have,patrol
PROPN,play,instrument
PROPN,attend,which
PROPN,replace,PROPN
instrument,adopt,technology
PROPN,shut,airport
PROPN,have,side
region,could,self
t,get,we
officer,burst,car
officer,search,car
PROPN,have,idea
army,defeat,assault
PROPN,tell,story
PROPN,offer,he
PROPN,win,age
lady,will,year
fraudster,offer,share
chairman,have,family
price,lift,inflation
price,pose,threat
state,would,call
PROPN,say,he
PROPN,tell,agent
PROPN,ask,he
PROPN,be,problem
opposition,block,highway
opposition,occupy,dozen
PROPN,tell,PROPN
viewer,see,what
people,will,idea
mathematician,download,strain
mathematician,have,strain
player,call,that
PROPN,have,commercial
PROPN,have,commercial
PROPN,could,feeling
t,define,distribution
researcher,analyze,database
gangster,be,control
ticket,will,ticket
fan,can,ticket
PROPN,be,treatment
allergist,view,treatment
eye,gouge,throat
water,pour,throat
regulator,to,approach
hacker,post,information
friend,have,gig
friend,have,sale
court,hear,relationship
court,have,relationship
woman,take,he
rise,will,question
meat,may,risk
result,would,much
aspect,should,right
PROPN,would,issue
PROPN,debate,issue
PROPN,can,dynamic
government,will,they
leader,accuse,PROPN
envoy,end,round
model,feature,remote
offering,be,support
PROPN,have,link
t,have,doesn
government,set,program
state,file,countermotion
PROPN,see,she
family,deny,corruption
project,cost,pound
PROPN,oversaw,employee
family,have,link
staff,have,strike
PROPN,crisscross,country
soldier,carry,raid
PROPN,have,one
people,make,mistake
people,outweigh,risk
guide,give,view
science,have,cause
science,have,cause
science,find,cause
PROPN,would,leadership
volatility,pose,implication
statement,lack,bite
PROPN,have,stomach
appeal,to,"500,000"
PROPN,have,that
center,to,service
sale,total,"125,107"
knowledge,have,school
airline,can,advantage
PROPN,would,PROPN
PROPN,heave,PROPN
host,should,you
memo,show,sale
soldier,could,information
PROPN,spray,forehand
PROPN,make,apology
quake,could,PROPN
citizen,have,protest
t,make,all
recovery,be,traction
PROPN,sing,song
agency,have,inspector
PROPN,seek,clarification
PROPN,have,turn
PROPN,get,room
demonstration,take,place
t,pay,interest
PROPN,accept,offer
PROPN,have,rise
intelligence,handle,other
editor,do,breakdown
carmaker,spend,6.3bn
PROPN,have,PROPN
PROPN,have,statement
PROPN,begin,tradition
PROPN,buy,that
PROPN,make,PROPN
volunteer,be,aid
group,have,member
company,quadruple,that
PROPN,have,one
boycott,infuriate,authority
PROPN,win,round
Babatunde,have,chance
PROPN,strike,goal
PROPN,take,lead
PROPN,launche,missle
volunteer,be,flier
astrazeneca,report,profit
physicist,use,this
ambulance,be,she
PROPN,tell,PROPN
artist,redesign,they
artist,send,they
PROPN,score,run
PROPN,have,academy
agreement,define,mission
pair,take,PROPN
PROPN,pick,endorsement
player,enter,market
worry,could,investor
PROPN,infect,market
PROPN,drop,man
PROPN,treat,he
king,control,lever
PROPN,having,PROPN
election,spark,violence
government,be,care
meltdown,push,they
authority,be,camp
society,show,tolerance
PROPN,top,PROPN
local,brush,protest
star,have,change
airline,have,delivery
consumer,may,4111
sale,rise,6.1
hearing,lack,suspense
t,assign,anyone
PROPN,to,which
consumer,spend,200
death,take,number
t,entitle,that
t,shield,pin
t,send,it
t,disclose,it
PROPN,pass,bill
PROPN,have,bill
government,do,responsibility
silverware,have,half
official,say,theft
museum,have,half
effort,will,PROPN
effort,highlight,hassle
veteran,face,that
PROPN,have,backlog
PROPN,win,race
PROPN,tell,reporter
report,include,series
action,will,slowdown
decade,have,everything
price,have,cost
celebrity,ruin,performance
firm,suffer,performance
PROPN,forecast,storm
one,want,that
t,take,much
PROPN,have,memo
PROPN,stand,shoulder
PROPN,hustle,PROPN
regulator,remind,bank
PROPN,make,axsis
PROPN,invade,PROPN
work,include,encounter
storm,lead,property
collapse,prompt,grief
t,blame,loss
violence,see,people
authority,raid,house
authority,recover,cache
official,could,application
police,make,effort
message,discuss,addiction
PROPN,find,increase
ex,will,you
PROPN,cancel,show
militant,find,opportunity
PROPN,hit,club
bomb,be,another
trial,tell,judge
appeal,attract,attention
dozen,be,lesson
counselor,play,role
child,improve,odd
student,examine,artifact
supporter,urge,PROPN
PROPN,spend,lot
mind,tell,he
statement,confirm,case
PROPN,accept,thrill
coin,show,PROPN
PROPN,portray,whom
accident,leave,hundred
couple,have,home
PROPN,have,point
PROPN,score,point
PROPN,open,season
occasion,highlight,relevance
country,have,nothing
t,reach,commitment
PROPN,win,10
PROPN,get,10
PROPN,pick,foul
member,have,right
survey,contain,remark
PROPN,warn,tension
t,call,it
gain,result,force
hypocrisy,tell,they
PROPN,have,growth
PROPN,will,mean
PROPN,should,rate
lawyer,call,process
court,reject,appeal
star,take,stand
fight,could,chance
PROPN,be,people
PROPN,hate,people
PROPN,hate,PROPN
patient,have,improvement
factor,stimulate,signal
factor,initiate,signal
PROPN,hold,primary
studio,have,agreement
commonwealth,have,goal
toad,fold,arm
toad,tense,muscle
PROPN,rent,car
troop,have,loss
quarterback,receive,vote
troop,kill,militant
people,escape,fine
bank,would,conflict
track,evoke,everything
member,to,deal
missionary,introduce,form
expert,say,that
PROPN,attack,press
court,strip,he
price,fuel,growth
PROPN,earn,1.19
t,understand,anger
PROPN,issue,information
PROPN,fly,she
PROPN,make,switch
show,would,history
sport,have,potential
sport,have,risk
PROPN,will,ban
jury,include,forfeiture
people,lose,job
PROPN,will,time
leader,could,fault
PROPN,have,they
route,become,ridge
route,ride,ridge
PROPN,envision,showroom
PROPN,ask,commission
donor,accept,money
donor,have,contribution
Police,take,man
coroner,be,bias
PROPN,tilt,head
camp,have,sharpness
cluster,be,distress
PROPN,provide,defense
PROPN,demand,it
PROPN,begin,day
ship,be,ton
ship,have,ton
circumstance,have,it
balance,alter,it
PROPN,leave,it
ban,will,smoker
group,have,government
PROPN,pitch,increase
woman,have,way
PROPN,have,relation
time,spend,cleaning
employee,stay,that
employee,face,counseling
PROPN,resettle,painting
PROPN,inherit,painting
PROPN,get,PROPN
predecessor,have,datum
area,have,specie
part,be,guy
plan,would,worker
soul,keep,themselves
salesforce,face,competition
block,can,difference
attacker,attach,bomb
PROPN,tag,PROPN
government,want,pact
character,lend,feel
leader,have,message
t,get,memo
PROPN,have,spirit
camera,snap,image
PROPN,never,PROPN
book,do,acquaintance
party,have,inroad
guard,unleash,round
PROPN,would,question
PROPN,face,action
decision,can,effect
PROPN,be,extent
PROPN,tomahawk,dunk
soldier,have,civilian--
spot,do,success
newspaper,have,excerpt
watchtower,mark,border
network,parallel,internet
university,share,amount
people,realize,blessing
PROPN,discuss,comment
PROPN,follow,comment
PROPN,muster,acceleration
activity,will,demand
activity,increase,demand
storm,impact,health
storm,may,they
t,run,shop
rioter,leave,place
letter,cover,husband
PROPN,could,election
PROPN,to,detail
PROPN,reach,deal
story,dwell,crime
emotion,lurid,crime
PROPN,send,they
mother,never,he
judge,have,provision
PROPN,tell,briefing
voter,to,candidate
PROPN,leave,school
official,tell,PROPN
campaign,have,pitch
driver,suffer,injury
PROPN,have,journey
forecast,raise,flag
PROPN,do,mineral
son,dislike,thought
news,give,warning
PROPN,send,delegation
rooftop,play,role
PROPN,join,PROPN
step,could,season
t,come,it
t,buy,it
earthquake,leave,capital
item,would,I
substitute,not,PROPN
PROPN,give,album
PROPN,invite,fan
album,cross,PROPN
break,create,platform
government,include,section
PROPN,find,enough
practice,to,drilling
PROPN,do,enough
PROPN,pass,bill
PROPN,understand,importance
manufactturer,might,million
report,show,slump
neighbor,could,themselves
PROPN,may,much
expert,be,case
story,have,PROPN
economist,favor,PROPN
family,have,campaign
PROPN,put,murderer
move,save,"100,000"
sale,release,cash
PROPN,write,letter
PROPN,change,life
PROPN,give,purpose
pulse,can,drive
PROPN,get,coverage
PROPN,lead,PROPN
other,would,music
PROPN,will,it
PROPN,to,someone
PROPN,advance,score
t,show,respect
PROPN,report,drop
trend,have,drop
mayor,have,homosexuality
authority,have,march
PROPN,do,comment
PROPN,thank,he
election,will,step
PROPN,reject,nominee
people,buy,everything
uncertainty,mean,what
people,be,treatment
PROPN,score,46
PROPN,have,march
success,overcome,curse
frontbencher,criticise,plan
PROPN,acknowledge,weight
automaker,be,gain
optimism,would,nation
tape,be,trial
job,could,expansion
none,have,region
band,do,album
band,do,album
band,do,album
authority,may,element
inhibition,date,I
sort,have,place
costume,surrender,allusion
candidate,let,his
injury,have,PROPN
internet,make,sense
internet,exercise,sense
company,receive,e
criminal,use,malware
PROPN,to,investigation
PROPN,have,PROPN
calderon,defend,they
movie,see,drop
PROPN,adopt,standard
scientist,blame,which
t,see,reason
banker,take,fight
PROPN,tie,game
PROPN,appoint,whom
PROPN,prove,success
conflict,kill,Vietnamese
minister,would,which
verlander,strike,11
PROPN,beat,PROPN
future,gain,3.50
ruling,will,leverage
PROPN,renegotiate,treaty
PROPN,say,justice
father,send,he
rebel,deride,attempt
PROPN,tell,reporter
PROPN,owe,that
boy,suffer,injury
PROPN,have,leaking
week,bring,report
government,vote,all
government,to,all
night,have,they
night,urge,they
spot,offer,access
airline,have,cash
area,contain,hundred
insurgent,use,that
ideology,get,time
change,would,commission
PROPN,might,home
plan,would,employer
nadal,can,result
nadal,need,result
proposal,have,momentum
People,speak,language
PROPN,announce,release
proposal,keep,skin
bomb,strike,area
successor,would,plenty
PROPN,have,that
PROPN,evoke,that
PROPN,could,basis
scheme,be,proportion
PROPN,have,point
stock,have,percent
PROPN,have,bounty
revenue,fall,profit
album,have,copy
reform,take,place
decision,may,consequence
prisoner,have,right
PROPN,have,taxis
PROPN,force,overtime
group,administer,many
search,reveal,PROPN
PROPN,join,chorus
PROPN,have,attention
organizer,have,crowd
peer,have,worker
peer,take,step
astronaut,open,door
bottle,gather,dust
t,accept,annuity
friend,didn,t
program,see,ticket
PROPN,lack,what
spending,will,euro
spending,will,euro
church,could,publicity
PROPN,call,move
company,be,research
traveler,to,trunk
traveler,visit,one
PROPN,shake,loss
PROPN,having,inside
key,register,touch
community,could,package
court,to,date
PROPN,grant,leave
horse,have,victim
government,face,accusation
worshipper,to,masse
growth,bear,resemblance
PROPN,be,state
PROPN,be,PROPN
PROPN,have,sale
government,have,call
PROPN,attack,militant
PROPN,have,this
PROPN,have,PROPN
PROPN,fight,chance
fault,give,chance
software,make,assumption
PROPN,admit,fraud
group,could,election
PROPN,will,engagement
PROPN,decide,what
PROPN,copy,software
band,fuse,tune
industry,be,kind
major,be,restriction
scientist,have,bird
scientist,say,bird
specie,can,decline
PROPN,have,position
team,amass,information
PROPN,fabricate,threat
PROPN,strangle,wife
PROPN,write,obscenity
center,have,accreditation
PROPN,fan,flame
officer,issue,description
question,surround,capability
PROPN,serve,stint
goal,do,damage
PROPN,have,edge
firm,have,difficulty
campaigner,have,concern
PROPN,ride,tide
doctor,treat,dementia
t,do,anything
people,remember,exploit
people,be,car
PROPN,will,appeal
appeal,will,action
area,be,acclaim
tool,can,difference
lawsuit,allege,breach
group,cite,refusal
confrontation,would,military
businessman,have,money
t,pay,share
PROPN,show,photograph
boy,suffer,cheekbone
standout,include,release
t,have,ring
PROPN,investigate,hundred
PROPN,get,percent
PROPN,aren,t
PROPN,leave,basis
person,have,type
deal,bolster,business
authority,condone,strike
Police,detain,assailant
Police,release,he
PROPN,produce,lap
brake,throw,you
efficiency,produce,disintegration
increase,be,delivery
escape,have,row
PROPN,have,player
people,have,damage
move,would,job
PROPN,could,shortcoming
team,do,threat
PROPN,have,lead
PROPN,seal,win
bank,should,provision
system,be,any
reference,carry,significance
reference,fill,significance
reference,craft,formality
government,declare,ceasefire
absence,cast,doubt
move,could,progress
PROPN,have,that
retirement,mean,party
system,be,people
PROPN,expose,secondary
PROPN,answer,it
PROPN,tie,it
construction,would,year
PROPN,have,game
victory,have,place
PROPN,have,investigation
PROPN,call,PROPN
game,unlock,aircraft
PROPN,will,revenue
economy,have,crisis
choreography,ask,dancer
dancer,have,stumble
PROPN,have,clause
warplane,pound,hideout
figure,have,impact
share,add,percent
Police,call,disappearance
member,ratify,that
twosome,be,.393
PROPN,have,contract
PROPN,take,pride
sprint,have,plan
pointer,to,PROPN
PROPN,take,control
PROPN,have,deal
company,employ,people
economy,escape,downturn
PROPN,tell,PROPN
PROPN,score,little
PROPN,have,lead
man,have,m
government,put,cash
PROPN,have,axis
datum,raise,fear
voter,be,concern
e,circulate,employee
e,urge,employee
newcomer,can,hurdle
truck,have,scene
judge,can,that
success,be,PROPN
percent,have,PROPN
PROPN,believe,success
PROPN,test,missile
driver,plan,journey
outcome,would,PROPN
outcome,would,PROPN
government,finance,trial
PROPN,get,two
PROPN,be,pct
career,include,spell
room,have,name
swimming,command,attention
PROPN,enjoy,coverage
measle,spread,measle
family,be,money
PROPN,have,potential
governor,skip,reception
government,have,campaign
PROPN,have,condition
webcam,chat,arena
result,beat,expectation
other,have,link
PROPN,surge,score
figure,show,extent
PROPN,stun,investor
PROPN,issue,statement
dissonance,induce,camouflage
group,to,decision
people,be,who
PROPN,preside,that
PROPN,relate,PROPN
PROPN,have,PROPN
police,stand,threat
owner,be,threat
owner,receive,threat
distribution,offer,opportunity
empire,include,PROPN
PROPN,be,standard
PROPN,be,themselves
action,infuriate,family
practitioner,gather,compound
adviser,tell,people
PROPN,tell,reporter
judge,deal,blow
governor,say,blow
battle,may,end
work,would,year
cockfish,grow,set
PROPN,to,money
PROPN,would,criticism
president,be,security
PROPN,have,fan
PROPN,miss,fan
PROPN,tell,PROPN
PROPN,tell,police
PROPN,have,that
element,should,life
police,appeal,anyone
police,ask,anyone
prosecutor,must,intent
PROPN,have,rival
PROPN,could,rival
PROPN,craft,leg
PROPN,shock,rest
PROPN,could,grip
increase,will,hope
adventure,eye,temptresse
PROPN,interrogate,little
PROPN,mistreat,little
PROPN,be,little
victory,keep,hope
sector,contribute,proportion
source,tell,PROPN
PROPN,love,idea
fatigue,may,role
force,have,dozen
cleric,reject,charge
enemy,win,voter
enemy,sell,voter
t,believe,eye
college,have,goal
doctor,report,it
official,deny,report
farmer,plant,acre
team,enter,contest
PROPN,be,effort
human,be,warming
PROPN,pull,percent
t,hurt,other
t,help,other
youngster,will,part
PROPN,have,deposit
doll,have,parent
wife,make,history
president,have,honesty
one,would,error
defeat,consign,they
authority,be,aspect
t,know,what
court,have,partnership
PROPN,criticise,he
ambulance,surround,jet
PROPN,could,percent
percent,live,percent
incident,take,place
court,be,stay
PROPN,should,sniping
majority,want,what
PROPN,submit,freedom
call,could,bond
call,garner,contribution
PROPN,hold,view
PROPN,accuse,PROPN
owner,leave,he
building,have,window
case,involve,company
PROPN,announce,resignation
PROPN,have,hit
money,can,relationship
PROPN,adopt,daughter
PROPN,be,future
bank,post,profit
swarm,have,helicopter
due,fund,union
member,benefit,same
zone,will,status
t,put,anything
patent,prevent,marketing
people,to,help
PROPN,have,that
PROPN,do,that
province,to,fund
province,regulate,it
government,develop,capacity
environmentalist,express,concern
company,might,itself
cupola,include,window
teacher,have,what
people,can,part
people,walk,part
people,take,part
bank,would,more
mest,do,lead
PROPN,advise,tourist
plaintiff,sue,dozen
flier,read,reward
PROPN,be,point
thief,have,employee
thief,force,another
PROPN,will,semiconductor
PROPN,have,over
lefty,carry,era
road,to,action
people,to,side
PROPN,offer,information
PROPN,establish,relation
relative,vomit,that
briton,could,sentence
decision,raise,doubt
PROPN,should,megawatt
PROPN,stab,PROPN
PROPN,throw,he
PROPN,love,immediacy
PROPN,create,character
price,reflect,cost
perception,earn,name
intermingling,provide,embroidery
combination,rob,PROPN
family,could,it
trust,have,everything
strike,take,place
PROPN,take,trick
PROPN,have,heart
tribunal,accept,procedure
school,improve,discipline
government,help,pet
client,withdraw,bid
news,leave,market
PROPN,have,which
company,earn,1.11
remark,carry,weight
defendant,have,intent
PROPN,grace,screen
incident,raise,question
question,need,year
dollar,will,bottom
PROPN,make,statement
PROPN,make,car
monk,aren,one
PROPN,prefer,which
tourism,buck,trend
PROPN,tell,he
PROPN,spend,time
pant,press,all
PROPN,announce,addition
investigator,find,he
credit,will,20
money,will,they
money,encourage,they
government,have,protest
father,have,dream
principal,handle,complaint
decision,be,promotion
race,come,promotion
visit,may,change
PROPN,have,elegance
PROPN,will,advertising
doctor,tell,part
manager,take,scalpel
repurchase,may,cent
PROPN,give,run
PROPN,have,era
PROPN,found,organization
t,rule,any
t,support,strategy
news,quote,PROPN
government,have,isolation
PROPN,use,ascent
iron,do,that
package,contain,provision
survey,include,item
pass,find,PROPN
officer,have,life
finding,would,authority
incident,take,place
senator,have,PROPN
PROPN,should,subject
t,understand,it
people,can,weight
