subject_lemma,verb_lemma,object_lemma
PROPN,condition,truce
PROPN,open,all
PROPN,halt,action
group,have,backing
pilot,have,training
tour,would,what
respondent,choose,mainframe
PROPN,serve,ace
militant,make,way
PROPN,win,control
man,stab,guy
bill,pass,PROPN
doorman,stop,they
PROPN,tell,PROPN
PROPN,have,what
PROPN,do,defeat
PROPN,stab,PROPN
town,be,shutdown
PROPN,don,grey
guy,have,delusion
PROPN,should,effort
PROPN,be,you
response,would,scandal
singer,have,recording
speculator,would,share
court,apply,rule
PROPN,sail,backhand
company,warn,round
leadership,include,PROPN
number,have,value
PROPN,have,move
PROPN,fire,ace
family,build,wealth
parent,spend,everything
PROPN,have,high
t,read,much
PROPN,view,fight
investment,have,payback
investment,demand,payback
PROPN,be,debut
PROPN,have,subject
PROPN,spoil,it
credit,include,film
PROPN,will,PROPN
peasant,didn,t
general,have,power
general,violate,constitution
PROPN,lead,fightback
PROPN,take,tourist
adrift,declare,fightback
PROPN,go,16
PROPN,score,16
t,mention,he
PROPN,revive,which
l,know,place
depression,have,impact
PROPN,win,award
firefighter,fortify,line
flame,torch,redwood
flame,send,they
PROPN,capture,hundred
scoring,put,PROPN
PROPN,keep,they
ship,have,line
PROPN,have,group
PROPN,make,half
engineer,have,plan
liquidity,will,we
official,believe,way
t,have,year
PROPN,do,state
aftershock,rattle,region
mother,join,PROPN
medium,do,job
PROPN,have,assist
PROPN,limn,they
program,signal,era
firm,order,year
release,contain,statement
PROPN,may,target
committee,be,handling
school,should,cutback
influence,damage,career
PROPN,use,reliever
election,would,problem
mp,could,role
family,spend,day
incident,might,opportunity
PROPN,to,image
operator,should,fare
operation,require,assistant
Police,have,detail
battalion,spend,life
PROPN,send,troop
soldier,smash,barrack
office,deliver,draft
teacher,have,mistake
member,be,effect
moratorium,could,that
PROPN,ask,he
PROPN,commit,troop
PROPN,tie,it
murder,will,doctor
hostility,be,attention
hostility,need,attention
organisation,continue,which
PROPN,operate,facility
t,weren,it
movement,catch,need
people,feel,need
attack,kill,people
attack,wound,civilian
PROPN,have,pedigree
PROPN,say,result
parliament,affirm,independence
parliament,shed,image
price,have,toll
pensioner,have,total
painting,capture,grace
analyst,have,that
researcher,place,mouse
people,act,urge
empire,might,squillion
lung,fail,he
PROPN,restrict,advertising
PROPN,say,profit
parent,beat,expectation
man,pull,bomb
sale,rise,decline
announcement,follow,decision
PROPN,must,effort
homeowner,take,check
woman,enjoy,right
developer,have,one
leader,give,that
chaos,descend,dessert
composer,have,trouble
PROPN,cite,resistance
PROPN,have,brewer
PROPN,could,loss
PROPN,celebrate,that
PROPN,sign,that
authority,release,PROPN
activity,will,expenditure
PROPN,have,qualm
PROPN,complete,pass
deal,mark,end
PROPN,have,condolence
researcher,suggest,warm
grant,would,array
PROPN,take,lead
discovery,would,clue
club,have,visit
PROPN,express,opinion
wife,give,birth
t,do,any
device,have,scale
snacker,consume,calorie
storm,have,tree
authority,have,aircraft
morning,bring,what
person,bring,she
turnout,could,doubt
PROPN,gain,cent
PROPN,be,lawyer
none,can,what
year,have,soil
PROPN,dismiss,case
PROPN,have,lot
PROPN,to,percent
PROPN,score,point
PROPN,limit,PROPN
caution,come,meeting
caution,tell,meeting
failure,have,challenge
people,stop,back
people,touch,back
PROPN,start,operation
candidate,disbelieve,theory
improvement,reflect,benefit
school,may,computer
inch,can,room
builder,use,that
majority,take,heed
institution,hold,which
organization,have,home
PROPN,have,consensus
officer,spot,she
PROPN,have,good
music,would,soundtrack
result,include,part
origin,predate,independence
council,have,submission
letter,give,detail
gamble,provide,foundation
government,have,death
group,praise,scheme
aren,t,assessment
PROPN,disown,drive
dollar,have,export
PROPN,have,purchase
dollar,have,which
student,be,loan
t,have,jurisdiction
daughter,would,puppy
disposal,will,professionalism
PROPN,threaten,PROPN
PROPN,take,action
problem,will,market
people,could,29
prosecutor,accuse,he
PROPN,hit,that
star,vent,frustration
PROPN,write,book
candidate,to,station
candidate,receive,%
guard,strap,he
leave,take,measurement
human,generate,that
PROPN,defeat,PROPN
manager,call,he
cameraman,find,poolside
incursion,prompt,charge
PROPN,be,atmosphere
PROPN,may,feat
PROPN,mark,time
journalist,visit,family
journalist,share,meal
PROPN,suffer,injury
president,make,visit
owner,be,reward
PROPN,declare,day
PROPN,sing,melody
program,record,it
program,tweak,pitch
PROPN,play,role
company,say,earning
ministry,handle,relation
goal,come,romp
lawmaker,express,misgiving
series,have,PROPN
lawmaker,elect,whom
PROPN,have,advice
PROPN,have,saving
government,guarantee,loan
government,collect,payment
job,may,stretch
nation,may,stretch
acquisition,demonstrate,scope
war,have,earth
conservative,be,procedure
price,roll,reform
price,stifle,dissent
PROPN,tell,PROPN
school,have,thing
successor,to,step
animal,aren,humman
country,have,force
PROPN,top,list
club,do,part
player,to,pin
head,urge,PROPN
league,have,exuberance
ruling,set,flurry
network,have,hour
critic,make,visit
change,would,place
PROPN,have,mistake
moviegoer,be,slack
PROPN,will,charge
PROPN,have,dependency
beer,can,10
hotel,boast,room
economy,want,reorganization
sample,match,PROPN
nominee,be,vote
PROPN,say,PROPN
fish,eat,plankton
PROPN,return,buzz
impasse,put,PROPN
PROPN,approve,legislation
government,have,money
victory,follow,finish
PROPN,settle,victory
scene,show,anti
team,keep,chance
PROPN,seize,control
opponent,to,match
people,mend,gadget
people,build,own
court,have,nature
PROPN,investigate,crime
PROPN,represent,force
PROPN,should,people
organization,to,need
PROPN,would,he
PROPN,join,PROPN
PROPN,have,measure
PROPN,have,11
officer,tell,court
PROPN,violate,law
suit,ask,PROPN
scientist,say,influenza
plaintiff,do,evidence
PROPN,be,term
decision,follow,call
PROPN,have,scratch
Police,ask,anyone
PROPN,do,what
PROPN,score,point
PROPN,extend,streak
client,donate,"200,000"
teenager,deserve,chance
consumer,be,that
user,delete,it
PROPN,have,rate
PROPN,have,lead
goalkeeper,spilt,gift
father,become,school
mother,open,school
base,have,lot
rescuer,join,operation
police,hold,photo
police,name,she
pride,could,little
inspector,find,violation
PROPN,would,which
PROPN,shoot,of-23
court,reverse,itself
loyalist,win,seat
girl,will,it
PROPN,score,rebound
PROPN,play,PROPN
anther,make,backdrop
PROPN,volunteer,detail
number,hit,bottom
PROPN,get,goal
committee,recommend,establishment
rise,reduce,scope
PROPN,say,neuron
PROPN,play,part
leader,come,picketer
leader,tell,picketer
PROPN,tell,PROPN
PROPN,be,opportunity
skier,have,five
homeowner,avoid,foreclosure
PROPN,get,title
parent,to,child
people,grieve,loss
love,have,point
love,grab,rebound
father,have,variety
stock,trim,loss
investor,have,offer
mule,walk,nut
woman,sit,nut
mule,sell,nut
girl,may,thing
PROPN,may,she
PROPN,nutrit,I
PROPN,have,some
PROPN,stand,agenda
PROPN,acknowledge,agenda
surge,mask,number
t,get,cheerleader
company,face,deadline
regulator,have,job
regulator,have,job
tourist,would,bribe
team,drive,mile
PROPN,bring,board
Police,estimate,number
volunteer,have,roof
PROPN,have,raise
PROPN,feel,whom
t,tell,you
t,license,software
hut,offer,comfort
PROPN,have,PROPN
device,use,sensor
cell,react,need
item,require,replacement
People,be,day
people,have,link
athlete,don,t
PROPN,note,interest
respondent,should,message
event,will,place
forecast,show,order
step,represent,effort
chuckle,fool,nobody
authority,have,commitment
PROPN,throw,gauntlet
t,stop,show
PROPN,receive,update
PROPN,add,double
farmer,have,patch
monitor,will,reader
epidemiologist,would,that
rain,stop,play
coalition,would,action
PROPN,lament,decision
conservative,build,creed
version,have,gene
century,herald,approach
PROPN,hold,interview
t,need,someone
rule,differ,sway
child,doesn,t
citizen,band,themselves
citizen,support,ourselves
PROPN,add,round
PROPN,award,round
grader,play,part
grader,direct,part
grader,design,costume
goal,fly,taste
science,can,impact
PROPN,leap,I
PROPN,bite,I
likeness,join,that
mother,drug,child
mother,suffocate,child
PROPN,own,he
kid,kill,father
kid,run,father
kid,fight,father
kid,lose,virginity
strength,be,effect
PROPN,tell,I
PROPN,regard,which
offender,face,time
tycoon,never,economy
state,have,grip
city,be,it
PROPN,never,play
PROPN,give,play
arrest,follow,report
PROPN,cite,exposure
insurer,take,charge
PROPN,match,career
PROPN,should,good
PROPN,chastise,they
PROPN,encourage,promotion
team,include,member
PROPN,will,visit
PROPN,control,PROPN
PROPN,have,rig
designer,exhibit,work
designer,study,work
PROPN,bring,one
PROPN,be,PROPN
PROPN,describe,PROPN
effort,will,revolution
arrest,provoke,suspicion
member,kill,PROPN
secret,be,nothing
PROPN,have,target
PROPN,have,representation
military,do,those
spokesman,say,those
people,judge,quality
PROPN,have,season
community,make,vessel
PROPN,sign,that
PROPN,could,all
thundershower,drown,remark
couple,be,question
deputy,discontinue,chase
driver,continue,people
PROPN,chair,session
enemy,to,relationship
plunge,highlight,danger
PROPN,have,appetite
rival,detect,market
consumer,may,stability
force,be,development
t,get,encounter
economy,enter,recession
consumer,buy,cheeseburger
bill,run,gamut
PROPN,approve,that
channel,become,they
channel,engage,they
presence,could,trial
PROPN,tell,PROPN
shopper,spot,body
politician,cancel,plan
PROPN,idolize,father
country,maintain,tie
queen,could,credit
PROPN,make,401
PROPN,call,player
opening,will,production
group,have,foundation
PROPN,have,it
arena,provide,university
investor,hedge,risk
PROPN,box,fight
PROPN,court,danger
PROPN,respond,fight
PROPN,distance,himself
arrangement,support,collaboration
premium,sell,corn
flood,have,people
forecaster,say,people
fan,to,progress
PROPN,do,right
PROPN,call,what
bill,reflect,impatience
preparation,begin,buyer
ally,be,PROPN
investigation,show,link
PROPN,say,he
PROPN,have,lawyer
PROPN,categorize,withdrawal
burglar,steal,barrel
PROPN,have,appeal
ambition,would,whatever
PROPN,report,loss
PROPN,average,3.88
attempt,fail,election
PROPN,make,statement
retailer,have,consumer
boss,didn,decision
mistress,have,PROPN
mistress,seek,return
PROPN,pay,tribute
bird,may,egg
club,hire,bouncer
glimpse,prompt,squeal
PROPN,heal,rift
PROPN,have,attention
drop,push,gold
clearance,find,PROPN
mother,tell,dispatcher
candidate,would,voter
rival,skip,event
company,capture,revenue
PROPN,have,asylum
PROPN,be,asylum
bailout,may,economy
voter,remain,economy
PROPN,to,something
supporter,carry,sign
t,have,technology
union,reject,request
patient,exhibit,sign
PROPN,study,sediment
rebel,begin,uprising
player,have,way
PROPN,have,lawsuit
administration,could,gear
tradition,have,blow
PROPN,would,weight
PROPN,lift,weight
PROPN,have,order
marathon,be,morning
PROPN,have,some
report,say,speech
group,be,campaign
people,to,pledge
brush,touch,canvas
assault,occasion,harm
PROPN,miss,game
investor,sell,dollar
jury,to,conclusion
trust,threaten,businessman
evening,contain,sprinkling
hundred,storm,terminal
PROPN,execute,%
identification,have,place
mother,inform,she
number,accept,assessment
reference,have,dash
preparation,have,million
preparation,have,road
entry,include,answer
PROPN,would,rate
PROPN,withdraw,supply
optimism,have,index
PROPN,to,role
PROPN,tell,reporter
bank,hand,yuan
line,have,cup
campaign,must,donor
PROPN,might,ratio
PROPN,make,request
company,to,technology
executive,issue,warning
investor,not,warning
brewer,increase,bid
PROPN,win,three
carriageway,be,delay
number,have,lawyer
proposal,could,people
journalist,have,lunch
journalist,ask,he
PROPN,win,election
work,have,resonance
work,include,novel
PROPN,meet,she
day,be,letter
day,send,letter
PROPN,wait,period
PROPN,overwhelm,PROPN
PROPN,have,deposit
PROPN,put,game
PROPN,finish,for-28
other,invest,hope
defendant,stamp,head
member,will,legislation
PROPN,be,revenge
neighbor,support,view
civility,didn,t
order,shut,site
word,fail,I
group,would,euro
PROPN,might,mean
PROPN,have,PROPN
troop,occupy,much
troop,set,administration
selection,hit,it
father,have,provision
PROPN,give,worm
PROPN,bring,wealth
barrier,would,water
resolution,do,goal
user,can,result
monk,would,calling
manufacturer,have,extra
manufacturer,to,transport
edition,will,film
PROPN,liken,township
reader,vote,PROPN
PROPN,earn,2
PROPN,tell,PROPN
PROPN,might,need
PROPN,play,PROPN
player,would,that
government,have,dialogue
reference,mean,medication
botanist,would,flora
wildfire,kill,firefighter
wildfire,turn,hill
deal,would,control
PROPN,bring,résumé
woman,have,risk
PROPN,deny,claim
thousand,line,street
PROPN,describe,portrait
PROPN,control,percent
PROPN,control,rest
PROPN,will,PROPN
other,see,motivation
ship,be,sailor
PROPN,think,what
people,do,influence
president,have,tenure
PROPN,win,screenplay
PROPN,tighten,wallet
PROPN,can,example
PROPN,coach,PROPN
bullet,enter,body
police,search,home
PROPN,have,player
PROPN,have,PROPN
nation,draw,attention
t,provide,specific
PROPN,have,practice
worker,handle,task
PROPN,join,organization
applicant,include,person
PROPN,do,responsibility
PROPN,attract,crowd
PROPN,advise,much
sector,shed,job
PROPN,run,that
bombing,carry,echo
PROPN,have,right
decision,should,call
project,anger,PROPN
operation,employ,people
center,will,event
host,would,114
party,to,development
party,eliminate,cost
party,realize,economy
pointer,put,PROPN
PROPN,tell,detective
item,would,boost
party,to,candidate
violence,have,PROPN
PROPN,could,firepower
PROPN,do,firepower
PROPN,have,subsidiary
attacker,drag,PROPN
PROPN,tell,PROPN
PROPN,scratch,note
juror,deliver,verdict
growth,serve,notice
company,can,that
future,plague,investor
people,want,nutrient
refugee,offer,they
alliance,sell,ticket
t,doesn,fool
daughter,put,something
campaign,succeed,more
PROPN,to,role
accusation,have,potential
PROPN,hire,PROPN
authority,will,respect
authority,not,emotion
PROPN,parry,shot
party,have,interest
PROPN,develop,profile
user,can,advantage
approach,will,line
PROPN,have,delivery
PROPN,seem,much
producer,be,herd
PROPN,close,season
director,cancel,program
director,notify,PROPN
investor,can,trade
negotiation,settle,issue
industry,realise,it
PROPN,wear,mask
PROPN,have,it
PROPN,trade,PROPN
PROPN,work,he
PROPN,regard,he
anger,ask,question
offensive,not,catastrophe
operator,do,license
body,appear,spell
PROPN,to,"918,000"
investor,can,price
t,tell,you
pass,let,spell
mp,have,claim
mp,repay,claim
PROPN,pass,resolution
coffee,contain,calorie
PROPN,have,responsibility
Police,have,security
trooper,get,passkey
people,have,it
people,will,it
result,have,margin
PROPN,have,mini
group,free,whom
lane,have,people
drinker,can,conversation
son,have,fibrosis
step,should,assurance
healthcare,cost,solution
number,draw,response
army,could,that
PROPN,do,profit
life,take,turn
skit,show,age
zone,stretch,km
interviewer,to,homework
interviewer,know,more
PROPN,question,PROPN
PROPN,suggest,perception
PROPN,sell,that
outlet,use,opportunity
article,contain,word
fatality,have,quarter
report,give,answer
crime,leave,community
PROPN,strengthen,penalty
batch,send,letter
batch,get,name
PROPN,reiterate,demand
PROPN,bring,coach
browser,load,image
trauma,play,role
number,give,average
insurgent,have,helicopter
PROPN,travel,hour
PROPN,summon,PROPN
PROPN,see,increase
subscriber,be,benefit
medium,have,what
broadcaster,should,amount
PROPN,have,document
PROPN,thump,kick
team,find,spot
drama,win,film
PROPN,obtain,three
People,should,food
People,practice,technique
president,announce,subsidy
force,be,PROPN
t,wanna,time
church,draw,attention
government,spend,more
governor,will,address
leader,will,address
footage,show,vehicle
PROPN,run,software
firefighter,prevent,fire
enclave,will,state
PROPN,have,agent
investor,to,yield
potter,be,work
PROPN,pass,bill
PROPN,limit,power
PROPN,give,control
student,make,k
willingness,to,child
gramp,be,set
people,will,lot
PROPN,make,comment
PROPN,press,PROPN
PROPN,provide,student
PROPN,have,stop
PROPN,to,attention
husband,do,what
character,imply,choice
budget,could,university
PROPN,sell,stock
t,didn,investor
bishop,say,position
t,authorize,prayer
PROPN,be,capacity
PROPN,collect,bid
PROPN,start,bid
PROPN,sell,much
quake,jolt,town
PROPN,avoid,inquiry
couple,form,share
light,would,year
t,enter,picture
t,provide,answer
PROPN,step,activity
PROPN,draw,9.5s
candidate,have,that
candidate,receive,that
Police,disperse,group
man,want,woman
critic,would,PROPN
legislature,could,law
proposal,have,backing
PROPN,recall,surprise
provision,include,measure
PROPN,name,getaway
PROPN,can,it
PROPN,have,team
liner,win,election
PROPN,do,much
t,penalize,church
PROPN,have,joy
t,take,industry
PROPN,would,relation
PROPN,have,remit
government,have,right
PROPN,could,album
PROPN,make,it
blaze,disfigure,shop
t,destroy,it
PROPN,resume,career
people,be,therapy
demonstration,take,place
PROPN,will,concern
airline,be,refund
case,can,claim
PROPN,create,fund
PROPN,be,contribution
woman,have,petition
PROPN,trap,PROPN
PROPN,draw,sketch
PROPN,turn,some
PROPN,will,sale
family,subject,she
clinic,get,money
driver,have,time
driver,have,difficulty
manufacturer,to,product
judge,exclude,public
PROPN,draw,that
female,produce,egg
PROPN,have,program
PROPN,will,access
PROPN,advance,development
alarm,be,they
PROPN,score,point
PROPN,roll,PROPN
rewriting,would,education
government,be,assessment
PROPN,use,word
PROPN,record,loss
population,be,recovery
people,be,recovery
son,phone,she
demand,have,purpose
judge,refuse,request
none,raise,objection
violence,claim,life
PROPN,mark,experience
PROPN,regain,PROPN
PROPN,call,they
PROPN,send,PROPN
authority,may,action
official,defend,preparation
PROPN,will,delegate
PROPN,circulate,proposal
PROPN,marry,PROPN
PROPN,own,reactor
PROPN,warn,user
crisis,have,driver
PROPN,have,intention
PROPN,take,lead
PROPN,face,spell
peace,mean,what
bank,will,that
PROPN,break,back
officer,be,victim
turbulence,might,tone
people,might,plan
patient,gain,weight
family,grow,rice
company,have,audits
case,could,image
job,have,weight
machinist,want,401k
bird,gain,confidence
market,lose,ground
turnaround,could,opportunity
leader,have,allegiance
PROPN,be,PROPN
people,want,control
PROPN,have,21
PROPN,take,PROPN
PROPN,trail,homer
PROPN,get,homer
scientist,could,fungus
majority,be,gear
house,make,half
PROPN,refuse,request
PROPN,reach,settlement
judge,have,step
side,be,issue
man,have,he
man,tell,he
PROPN,could,camera
PROPN,take,time
decision,reflect,problem
PROPN,immerse,herself
hole,take,year
PROPN,pick,birthday
PROPN,be,religion
member,take,credit
PROPN,sag,firm
investor,balance,prospect
PROPN,undergo,surgery
dollar,have,role
call,draw,recrimination
voter,to,work
weather,ground,they
soldier,represent,all
PROPN,unleash,performance
group,understand,need
PROPN,to,itself
industry,to,itself
group,owe,duty
tomb,have,image
airline,have,time
leak,pose,risk
PROPN,make,comment
triumph,clinch,order
triumph,hoist,he
other,have,declaration
PROPN,have,house
PROPN,drive,4x4
status,bring,increase
citizen,have,good
PROPN,get,assist
entity,be,bidding
boy,have,way
report,contradict,assertion
review,show,PROPN
people,have,experience
section,would,use
rate,have,influence
occupation,have,determination
PROPN,tell,PROPN
PROPN,dump,project
people,remember,that
leak,would,much
response,will,way
PROPN,unveil,proposal
PROPN,accuse,PROPN
plan,would,road
plan,modernize,school
PROPN,find,way
study,find,woman
project,will,influx
firm,encourage,people
report,raise,warning
premier,urge,PROPN
show,take,place
PROPN,step,battle
customer,to,amount
PROPN,return,starter
investor,put,worry
PROPN,tell,story
lot,do,same
PROPN,have,music
PROPN,come,run
PROPN,give,run
film,spotlight,part
t,do,it
PROPN,have,routine
PROPN,devalue,window
PROPN,discuss,importance
PROPN,have,apology
PROPN,offer,functionality
mom,invite,dozen
PROPN,have,blogger
PROPN,will,charge
PROPN,recognize,PROPN
citizen,suffer,example
scientist,have,piece
race,take,place
PROPN,compound,wastefulness
rule,allow,space
PROPN,build,base
bud,will,bolt
PROPN,find,himself
woman,be,husband
PROPN,run,operation
PROPN,have,thousand
rain,knock,power
PROPN,have,profession
shift,must,loss
interrogation,break,law
PROPN,have,dropping
PROPN,have,attorney
acid,erode,surface
t,call,we
PROPN,hear,litany
thousand,seize,that
leader,reiterate,call
PROPN,cofounde,PROPN
people,understand,importance
PROPN,have,34
PROPN,have,solution
PROPN,should,party
user,to,intelligence
PROPN,have,billion
PROPN,have,series
work,explore,idea
document,paint,picture
cook,do,batter
cook,strike,two
cook,help,win
opportunity,find,evidence
batsman,have,that
development,have,potential
death,have,nothing
action,constitute,assault
series,will,number
decision,call,ability
gunman,kill,woman
percent,report,rise
source,verify,account
recession,be,PROPN
PROPN,have,book
service,will,process
customer,to,copy
senator,have,power
ruling,will,pay
charge,cause,crowd
PROPN,have,quality
relay,have,citizen
PROPN,be,help
company,to,taxis
wife,buy,ticket
11,have,itself
PROPN,struggle,which
accusation,have,career
teaching,reflect,stance
aircraft,pummel,target
militant,fire,rocket
PROPN,have,churn
PROPN,win,praise
PROPN,be,step
exposure,could,immunity
facility,will,number
analyst,expect,revenue
phase,include,transition
PROPN,claim,that
PROPN,warn,terrorist
PROPN,be,what
lender,work,line
PROPN,to,decision
chairman,will,title
PROPN,gain,2.9
researcher,have,rat
state,offer,sort
PROPN,lose,lead
ceremony,include,tour
ceremony,to,place
PROPN,unveil,database
manufacturer,must,government
side,would,part
PROPN,have,amount
question,take,significance
sale,reach,unit
soldier,lose,calm
worker,have,leverage
plant,would,capacity
consumption,can,someone
religion,enjoy,tolerance
PROPN,may,chance
program,target,citizen
marriage,drive,he
investor,pare,bet
insurer,have,money
people,besiege,station
youth,throw,egg
PROPN,search,catalog
PROPN,have,claim
supermodel,use,interview
conference,call,PROPN
people,say,PROPN
people,buy,drink
PROPN,play,PROPN
PROPN,abandon,it
aide,snort,drug
PROPN,will,squad
follower,to,violence
fighting,have,life
fighting,displace,people
medium,lend,itself
organization,be,what
girl,have,place
PROPN,add,that
version,have,rating
remark,reveal,way
minister,be,themselves
project,help,people
handout,cite,precedent
thief,have,opportunity
policy,have,impact
PROPN,turn,finding
detail,will,question
leadership,learn,matter
PROPN,have,information
PROPN,do,bunch
PROPN,will,focus
People,look,it
People,color,it
conflict,have,agent
conflict,withhold,information
bank,loan,money
PROPN,have,ability
expansion,may,shape
national,hold,hostage
PROPN,be,cent
PROPN,describe,contribution
step,would,contractor
PROPN,t,key
PROPN,be,pressure
speed,could,that
PROPN,keep,himself
bus,make,noise
school,hold,assembly
PROPN,watch,broadcast
t,require,everyone
agency,be,militant
index,lose,39.95
PROPN,drop,47.69
PROPN,sack,replacement
PROPN,make,bid
frustration,may,chord
debut,reflect,interest
PROPN,give,account
PROPN,move,spot
t,win,division
game,take,approach
goal,cap,scoreline
ban,be,opposition
PROPN,be,net
union,would,they
euro,have,that
borrower,pay,3.98
t,say,anything
PROPN,have,openness
PROPN,dump,he
scissor,have,design
aquascaper,trim,moss
thousand,pack,bleacher
decision,end,distinction
employer,to,job
flight,take,hour
PROPN,seize,control
PROPN,keep,hope
PROPN,shrug,many
market,be,likelihood
PROPN,have,year
magnitude,shake,brimming
magnitude,send,landslide
grizzly,have,hole
attack,invalidate,commitment
PROPN,will,other
child,make,most
teenager,have,list
cleric,imagine,it
lender,produce,paperwork
logging,could,tribe
proposal,meet,resistance
PROPN,record,win
police,subdue,he
regulator,be,concern
regulator,will,concern
firefighter,spend,hour
veteran,push,season
passage,spare,PROPN
PROPN,tell,PROPN
child,have,contact
resident,have,week
repositioning,echo,shift
agency,put,control
PROPN,have,PROPN
PROPN,tell,reporter
player,tap,screen
PROPN,call,I
PROPN,should,document
PROPN,have,chance
case,contain,pizza
minister,have,attention
bank,would,%
PROPN,announce,addition
group,use,fund
decision,will,any
conflict,have,people
PROPN,take,lead
PROPN,advise,he
PROPN,play,role
people,to,summer
PROPN,beat,PROPN
PROPN,will,production
firefighter,rescue,mother
provider,deliver,service
PROPN,have,force
PROPN,having,that
PROPN,will,that
PROPN,tell,PROPN
city,should,PROPN
appointment,offer,indication
PROPN,view,issue
PROPN,oppose,approach
PROPN,will,vote
PROPN,shrug,it
community,to,situation
publisher,print,copy
PROPN,to,control
wedding,take,place
percent,begin,habit
PROPN,have,which
police,have,man
president,call,resolution
service,do,much
PROPN,welcome,advice
PROPN,win,election
leader,cause,storm
check,have,trace
PROPN,extend,it
PROPN,withhold,information
PROPN,have,hairdo
country,try,which
sardine,celebrate,coup
People,be,letter
People,be,letter
PROPN,land,nomination
gust,can,you
academy,announce,promotion
PROPN,replace,she
elder,call,sister
trader,worry,fallout
PROPN,save,life
case,raise,question
t,do,that
faction,could,majority
man,have,disharmony
parent,accompany,he
recession,be,pressure
PROPN,will,investigation
PROPN,have,proportion
PROPN,reach,final
PROPN,be,mistake
PROPN,eye,prosecution
police,fire,tearga
PROPN,hike,price
PROPN,have,PROPN
windmill,can,"3,000"
set,could,all
detail,look,all
firm,be,thousand
half,raise,head
authority,see,it
PROPN,leave,PROPN
scientist,have,subject
drought,deplete,pasture
PROPN,have,advantage
defeat,energize,opposition
PROPN,have,mission
people,to,habit
PROPN,have,recall
PROPN,win,player
PROPN,have,enthusiasm
PROPN,declare,independence
man,spend,reception
people,view,street
PROPN,would,nominee
balance,would,nominee
PROPN,would,PROPN
film,bring,critic
thunder,draw,crowd
PROPN,could,some
firm,shut,factory
court,have,decision
PROPN,have,police
PROPN,have,threat
bailout,will,billion
cac-40,rise,percent
PROPN,speak,p.m.
government,be,type
pair,share,sense
PROPN,have,verve
PROPN,do,funding
PROPN,lobby,lawmaker
medium,would,flight
PROPN,resemble,PROPN
protester,want,transition
psychiatrist,have,jury
PROPN,should,recommendation
PROPN,dispatch,thousand
PROPN,lead,runner
clampdown,intensify,crisis
move,will,little
girl,must,hour
government,be,that
PROPN,may,time
era,will,power
show,get,range
authority,to,access
lot,love,reporting
PROPN,overcome,problem
PROPN,issue,statement
company,would,"500,000"
people,ride,bike
company,compel,owner
position,have,tension
PROPN,have,recognition
ambulance,leave,scene
attack,leave,crater
attack,tear,hole
strength,cross,range
furlough,will,quarter
PROPN,meet,counterpart
PROPN,report,breakthrough
PROPN,win,17
PROPN,love,debate
line,will,wardrobe
line,keep,you
buddy,spot,cat
athlete,use,steroid
hearing,do,detainee
PROPN,have,career
PROPN,will,blood
moon,tick,list
police,draw,question
bird,eat,eye
PROPN,urge,PROPN
official,bat,idea
official,mediate,agreement
PROPN,approve,which
nation,to,science
amount,have,guarantee
villager,board,truck
PROPN,name,team
PROPN,invent,firework
belief,include,word
PROPN,caution,reader
assumption,include,factor
PROPN,do,work
PROPN,undo,much
PROPN,take,year
trader,would,career
PROPN,tell,PROPN
customer,have,complaint
company,submit,proposal
company,receive,counterproposal
r,have,mechanism
r,exert,effect
candidate,have,mantle
poll,show,mantle
application,allow,way
user,to,direction
application,find,way
encyclical,create,firestorm
PROPN,do,navy
t,don,any
budget,wouldn,any
man,have,injury
PROPN,live,PROPN
rich,await,man
force,take,responsibility
kidnapping,spark,manhunt
people,occupy,mile
emirate,dazzle,world
Police,carry,shield
stall,sell,wine
PROPN,limit,number
user,can,that
PROPN,have,cap
People,may,shock
PROPN,hold,share
government,have,source
spokesman,criticise,plan
PROPN,drop,who
science,have,cause
science,have,cause
science,find,cause
sale,would,flexibility
wife,have,birth
t,remember,name
PROPN,call,she
PROPN,urge,editor
PROPN,have,surgery
witness,tell,police
car,drive,fire
car,open,fire
PROPN,give,"88,000"
restaurant,offer,series
PROPN,will,game
driver,minimise,distraction
PROPN,have,decision
area,have,home
street,contain,scene
PROPN,sue,PROPN
rule,ban,resident
invasion,alienate,many
degree,to,decline
growth,have,impact
scientist,be,microalgae
PROPN,would,spade
PROPN,throw,spade
PROPN,to,what
PROPN,have,scholar
PROPN,score,goal
PROPN,drop,glove
prisoner,have,right
demand,have,specter
medium,see,picture
PROPN,pilot,PROPN
PROPN,reveal,concern
extremist,be,military
PROPN,score,point
PROPN,put,PROPN
king,could,work
PROPN,seduce,nymph
PROPN,be,stock
bank,provide,solution
PROPN,visit,PROPN
mullah,take,advantage
people,have,case
people,have,case
spokesman,say,question
member,reject,offer
lawyer,offer,advice
patient,refuse,treatment
PROPN,report,loss
PROPN,will,driver
supporter,deliver,ballot
administration,would,plan
PROPN,can,that
one,could,case
government,predict,rate
school,receive,"11,629"
panel,will,policy
PROPN,lose,control
musician,earn,place
people,may,that
PROPN,miss,ride
PROPN,will,opportunity
t,be,much
audience,include,man
PROPN,find,man
module,offer,range
paper,reflect,concern
crash,have,calendar
employee,make,transaction
PROPN,slash,rating
PROPN,to,district
PROPN,abandon,bid
buyer,should,factor
nation,will,opportunity
action,violate,pledge
man,look,hole
man,find,hole
